"","x"
"6031","FAM171A2"
"6032","FAM171B"
"6033","FAM172A"
"6034","FAM172BP"
"6035","FAM173A"
"6036","FAM173B"
"6037","FAM174A"
"6038","FAM174B"
"6039","FAM175A"
"6040","FAM175B"
"6041","FAM176A"
"6042","FAM176B"
"6043","FAM176C"
"6044","FAM177A1"
"6045","FAM177B"
"6046","FAM178A"
"6047","FAM178B"
"6048","FAM179A"
"6049","FAM179B"
"6050","FAM180A"
"6051","FAM180B"
"6052","FAM181A"
"6053","FAM181A-AS1"
"6054","FAM181B"
"6055","FAM182A"
"6056","FAM182B"
"6057","FAM183A"
"6058","FAM183B"
"6059","FAM184A"
"6060","FAM184B"
"6061","FAM185A"
"6062","FAM186A"
"6063","FAM186B"
"6064","FAM187B"
"6065","FAM188A"
"6066","FAM188B"
"6067","FAM189A1"
"6068","FAM189A2"
"6069","FAM189B"
"6070","FAM18A"
"6071","FAM18B1"
"6072","FAM18B2"
"6073","FAM18B2-CDRT4"
"6074","FAM190A"
"6075","FAM190B"
"6076","FAM192A"
"6077","FAM193A"
"6078","FAM193B"
"6079","FAM194A"
"6080","FAM194B"
"6081","FAM195A"
"6082","FAM195B"
"6083","FAM196A"
"6084","FAM196B"
"6085","FAM197Y2P"
"6086","FAM197Y5"
"6087","FAM198A"
"6088","FAM198B"
"6089","FAM199X"
"6090","FAM19A1"
"6091","FAM19A2"
"6092","FAM19A3"
"6093","FAM19A4"
"6094","FAM19A5"
"6095","FAM200A"
"6096","FAM200B"
"6097","FAM201A"
"6098","FAM203A"
"6099","FAM204A"
"6100","FAM205A"
"6101","FAM205B"
"6102","FAM206A"
"6103","FAM207A"
"6104","FAM208A"
"6105","FAM208B"
"6106","FAM209A"
"6107","FAM209B"
"6108","FAM20A"
"6109","FAM20B"
"6110","FAM20C"
"6111","FAM210A"
"6112","FAM210B"
"6113","FAM211A"
"6114","FAM211B"
"6115","FAM212A"
"6116","FAM212B"
"6117","FAM213A"
"6118","FAM213B"
"6119","FAM214A"
"6120","FAM214B"
"6121","FAM215A"
"6122","FAM216A"
"6123","FAM216B"
"6124","FAM217A"
"6125","FAM217B"
"6126","FAM218A"
"6127","FAM219A"
"6128","FAM219B"
"6129","FAM21A"
"6130","FAM21B"
"6131","FAM21C"
"6132","FAM220A"
"6133","FAM221A"
"6134","FAM221B"
"6135","FAM222A"
"6136","FAM222A-AS1"
"6137","FAM222B"
"6138","FAM223A"
"6139","FAM223B"
"6140","FAM224A"
"6141","FAM224B"
"6142","FAM225A"
"6143","FAM225B"
"6144","FAM226A"
"6145","FAM226B"
"6146","FAM227A"
"6147","FAM227B"
"6148","FAM228A"
"6149","FAM228B"
"6150","FAM22A"
"6151","FAM22D"
"6152","FAM22F"
"6153","FAM22G"
"6154","FAM24A"
"6155","FAM24B"
"6156","FAM24B-CUZD1"
"6157","FAM25A"
"6158","FAM25B"
"6159","FAM25C"
"6160","FAM25G"
"6161","FAM26D"
"6162","FAM26E"
"6163","FAM26F"
"6164","FAM27A"
"6165","FAM27B"
"6166","FAM27C"
"6167","FAM27L"
"6168","FAM32A"
"6169","FAM35A"
"6170","FAM35B"
"6171","FAM35B2"
"6172","FAM3A"
"6173","FAM3B"
"6174","FAM3C"
"6175","FAM3D"
"6176","FAM40A"
"6177","FAM40B"
"6178","FAM41AY1"
"6179","FAM41AY2"
"6180","FAM41C"
"6181","FAM43A"
"6182","FAM43B"
"6183","FAM45A"
"6184","FAM45B"
"6185","FAM46A"
"6186","FAM46B"
"6187","FAM46C"
"6188","FAM46D"
"6189","FAM47A"
"6190","FAM47B"
"6191","FAM47C"
"6192","FAM47E"
"6193","FAM47E-STBD1"
"6194","FAM48A"
"6195","FAM48B1"
"6196","FAM48B2"
"6197","FAM49A"
"6198","FAM49B"
"6199","FAM50A"
"6200","FAM50B"
"6201","FAM53A"
"6202","FAM53B"
"6203","FAM53C"
"6204","FAM54A"
"6205","FAM54B"
"6206","FAM57A"
"6207","FAM57B"
"6208","FAM58A"
"6209","FAM58BP"
"6210","FAM59A"
"6211","FAM59B"
"6212","FAM5B"
"6213","FAM5C"
"6214","FAM60A"
"6215","FAM63A"
"6216","FAM63B"
"6217","FAM64A"
"6218","FAM65A"
"6219","FAM65B"
"6220","FAM65C"
"6221","FAM66A"
"6222","FAM66B"
"6223","FAM66C"
"6224","FAM66D"
"6225","FAM66E"
"6226","FAM69A"
"6227","FAM69B"
"6228","FAM69C"
"6229","FAM70A"
"6230","FAM70B"
"6231","FAM71A"
"6232","FAM71B"
"6233","FAM71C"
"6234","FAM71D"
"6235","FAM71E1"
"6236","FAM71E2"
"6237","FAM71F1"
"6238","FAM71F2"
"6239","FAM72A"
"6240","FAM72B"
"6241","FAM72D"
"6242","FAM73A"
"6243","FAM73B"
"6244","FAM74A1"
"6245","FAM74A2"
"6246","FAM74A3"
"6247","FAM74A4"
"6248","FAM75A1"
"6249","FAM75A2"
"6250","FAM75A3"
"6251","FAM75A4"
"6252","FAM75A5"
"6253","FAM75A6"
"6254","FAM75A7"
"6255","FAM75C1"
"6256","FAM75C2"
"6257","FAM75D1"
"6258","FAM75D3"
"6259","FAM75D4"
"6260","FAM75D5"
"6261","FAM75E1"
"6262","FAM76A"
"6263","FAM76B"
"6264","FAM78A"
"6265","FAM78B"
"6266","FAM81A"
"6267","FAM81B"
"6268","FAM82A1"
"6269","FAM82A2"
"6270","FAM82B"
"6271","FAM83A"
"6272","FAM83B"
"6273","FAM83C"
"6274","FAM83D"
"6275","FAM83E"
"6276","FAM83F"
"6277","FAM83G"
"6278","FAM83H"
"6279","FAM84A"
"6280","FAM84B"
"6281","FAM86A"
"6282","FAM86B1"
"6283","FAM86B2"
"6284","FAM86C1"
"6285","FAM86C2P"
"6286","FAM86DP"
"6287","FAM86EP"
"6288","FAM86FP"
"6289","FAM86HP"
"6290","FAM86JP"
"6291","FAM89A"
"6292","FAM89B"
"6293","FAM8A1"
"6294","FAM90A1"
"6295","FAM90A10P"
"6296","FAM90A27P"
"6297","FAM90A2P"
"6298","FAM90A7P"
"6299","FAM91A1"
"6300","FAM91A2"
"6301","FAM92A1"
"6302","FAM92A1P2"
"6303","FAM92B"
"6304","FAM95B1"
"6305","FAM96A"
"6306","FAM96B"
"6307","FAM98A"
"6308","FAM98B"
"6309","FAM98C"
"6310","FAM99A"
"6311","FAM99B"
"6312","FAM9A"
"6313","FAM9B"
"6314","FAM9C"
"6315","FAN1"
"6316","FANCA"
"6317","FANCB"
"6318","FANCC"
"6319","FANCD2"
"6320","FANCE"
"6321","FANCF"
"6322","FANCG"
"6323","FANCI"
"6324","FANCL"
"6325","FANCM"
"6326","FANK1"
"6327","FAP"
"6328","FAR1"
"6329","FAR2"
"6330","FARP1"
"6331","FARP2"
"6332","FARS2"
"6333","FARSA"
"6334","FARSB"
"6335","FAS"
"6336","FAS-AS1"
"6337","FASLG"
"6338","FASN"
"6339","FASTK"
"6340","FASTKD1"
"6341","FASTKD2"
"6342","FASTKD3"
"6343","FASTKD5"
"6344","FAT1"
"6345","FAT2"
"6346","FAT3"
"6347","FAT4"
"6348","FATE1"
"6349","FAU"
"6350","FAXC"
"6351","FBF1"
"6352","FBL"
"6353","FBLIM1"
"6354","FBLL1"
"6355","FBLN1"
"6356","FBLN2"
"6357","FBLN5"
"6358","FBLN7"
"6359","FBN1"
"6360","FBN2"
"6361","FBN3"
"6362","FBP1"
"6363","FBP2"
"6364","FBRS"
"6365","FBRSL1"
"6366","FBXL12"
"6367","FBXL13"
"6368","FBXL14"
"6369","FBXL15"
"6370","FBXL16"
"6371","FBXL17"
"6372","FBXL18"
"6373","FBXL19"
"6374","FBXL19-AS1"
"6375","FBXL2"
"6376","FBXL20"
"6377","FBXL21"
"6378","FBXL22"
"6379","FBXL3"
"6380","FBXL4"
"6381","FBXL5"
"6382","FBXL6"
"6383","FBXL7"
"6384","FBXL8"
"6385","FBXO10"
"6386","FBXO11"
"6387","FBXO15"
"6388","FBXO16"
"6389","FBXO17"
"6390","FBXO18"
"6391","FBXO2"
"6392","FBXO21"
"6393","FBXO22"
"6394","FBXO22-AS1"
"6395","FBXO24"
"6396","FBXO25"
"6397","FBXO27"
"6398","FBXO28"
"6399","FBXO3"
"6400","FBXO30"
"6401","FBXO31"
"6402","FBXO32"
"6403","FBXO33"
"6404","FBXO34"
"6405","FBXO36"
"6406","FBXO38"
"6407","FBXO39"
"6408","FBXO4"
"6409","FBXO40"
"6410","FBXO41"
"6411","FBXO42"
"6412","FBXO43"
"6413","FBXO44"
"6414","FBXO45"
"6415","FBXO46"
"6416","FBXO47"
"6417","FBXO48"
"6418","FBXO5"
"6419","FBXO6"
"6420","FBXO7"
"6421","FBXO8"
"6422","FBXO9"
"6423","FBXW10"
"6424","FBXW11"
"6425","FBXW12"
"6426","FBXW2"
"6427","FBXW4"
"6428","FBXW4P1"
"6429","FBXW5"
"6430","FBXW7"
"6431","FBXW8"
"6432","FBXW9"
"6433","FCAMR"
"6434","FCAR"
"6435","FCER1A"
"6436","FCER1G"
"6437","FCER2"
"6438","FCF1"
"6439","FCGBP"
"6440","FCGR1A"
"6441","FCGR1B"
"6442","FCGR1C"
"6443","FCGR2A"
"6444","FCGR2B"
"6445","FCGR2C"
"6446","FCGR3A"
"6447","FCGR3B"
"6448","FCGRT"
"6449","FCHO1"
"6450","FCHO2"
"6451","FCHSD1"
"6452","FCHSD2"
"6453","FCN1"
"6454","FCN2"
"6455","FCN3"
"6456","FCRL1"
"6457","FCRL2"
"6458","FCRL3"
"6459","FCRL4"
"6460","FCRL5"
"6461","FCRL6"
"6462","FCRLA"
"6463","FCRLB"
"6464","FDCSP"
"6465","FDFT1"
"6466","FDPS"
"6467","FDPSL2A"
"6468","FDX1"
"6469","FDX1L"
"6470","FDXACB1"
"6471","FDXR"
"6472","FECH"
"6473","FEM1A"
"6474","FEM1B"
"6475","FEM1C"
"6476","FEN1"
"6477","FER"
"6478","FER1L4"
"6479","FER1L5"
"6480","FER1L6"
"6481","FER1L6-AS1"
"6482","FERD3L"
"6483","FERMT1"
"6484","FERMT2"
"6485","FERMT3"
"6486","FES"
"6487","FETUB"
"6488","FEV"
"6489","FEZ1"
"6490","FEZ2"
"6491","FEZF1"
"6492","FEZF1-AS1"
"6493","FEZF2"
"6494","FFAR1"
"6495","FFAR2"
"6496","FFAR3"
"6497","FGA"
"6498","FGB"
"6499","FGD1"
"6500","FGD2"
"6501","FGD3"
"6502","FGD4"
"6503","FGD5"
"6504","FGD5-AS1"
"6505","FGD6"
"6506","FGF1"
"6507","FGF10"
"6508","FGF11"
"6509","FGF12"
"6510","FGF13"
"6511","FGF13-AS1"
"6512","FGF14"
"6513","FGF14-IT1"
"6514","FGF16"
"6515","FGF17"
"6516","FGF18"
"6517","FGF19"
"6518","FGF2"
"6519","FGF20"
"6520","FGF21"
"6521","FGF22"
"6522","FGF23"
"6523","FGF3"
"6524","FGF4"
"6525","FGF5"
"6526","FGF6"
"6527","FGF7"
"6528","FGF8"
"6529","FGF9"
"6530","FGFBP1"
"6531","FGFBP2"
"6532","FGFBP3"
"6533","FGFR1"
"6534","FGFR1OP"
"6535","FGFR1OP2"
"6536","FGFR2"
"6537","FGFR3"
"6538","FGFR4"
"6539","FGFRL1"
"6540","FGG"
"6541","FGGY"
"6542","FGL1"
"6543","FGL2"
"6544","FGR"
"6545","FH"
"6546","FHAD1"
"6547","FHDC1"
"6548","FHIT"
"6549","FHL1"
"6550","FHL2"
"6551","FHL3"
"6552","FHL5"
"6553","FHOD1"
"6554","FHOD3"
"6555","FIBCD1"
"6556","FIBIN"
"6557","FIBP"
"6558","FICD"
"6559","FIG4"
"6560","FIGF"
"6561","FIGLA"
"6562","FIGN"
"6563","FIGNL1"
"6564","FIGNL2"
"6565","FILIP1"
"6566","FILIP1L"
"6567","FIP1L1"
"6568","FIS1"
"6569","FITM1"
"6570","FITM2"
"6571","FIZ1"
"6572","FJX1"
"6573","FKBP10"
"6574","FKBP11"
"6575","FKBP14"
"6576","FKBP15"
"6577","FKBP1A"
"6578","FKBP1A-SDCBP2"
"6579","FKBP1AP1"
"6580","FKBP1B"
"6581","FKBP2"
"6582","FKBP3"
"6583","FKBP4"
"6584","FKBP5"
"6585","FKBP6"
"6586","FKBP7"
"6587","FKBP8"
"6588","FKBP9"
"6589","FKBP9L"
"6590","FKBPL"
"6591","FKRP"
"6592","FKSG29"
"6593","FKTN"
"6594","FLAD1"
"6595","FLCN"
"6596","FLG"
"6597","FLG2"
"6598","FLI1"
"6599","FLI1-AS1"
"6600","FLII"
"6601","FLJ10038"
"6602","FLJ10661"
"6603","FLJ11235"
"6604","FLJ12334"
"6605","FLJ12825"
"6606","FLJ13197"
"6607","FLJ13224"
"6608","FLJ14107"
"6609","FLJ14186"
"6610","FLJ16171"
"6611","FLJ16341"
"6612","FLJ16779"
"6613","FLJ20021"
"6614","FLJ20518"
"6615","FLJ21408"
"6616","FLJ22184"
"6617","FLJ22447"
"6618","FLJ22763"
"6619","FLJ23152"
"6620","FLJ23867"
"6621","FLJ25328"
"6622","FLJ25363"
"6623","FLJ25758"
"6624","FLJ26245"
"6625","FLJ26850"
"6626","FLJ27352"
"6627","FLJ27354"
"6628","FLJ30403"
"6629","FLJ30679"
"6630","FLJ30838"
"6631","FLJ31306"
"6632","FLJ31485"
"6633","FLJ31662"
"6634","FLJ31813"
"6635","FLJ33065"
"6636","FLJ33360"
"6637","FLJ33534"
"6638","FLJ33581"
"6639","FLJ33630"
"6640","FLJ34208"
"6641","FLJ34503"
"6642","FLJ34690"
"6643","FLJ35024"
"6644","FLJ35282"
"6645","FLJ35390"
"6646","FLJ35424"
"6647","FLJ35776"
"6648","FLJ35946"
"6649","FLJ36000"
"6650","FLJ36777"
"6651","FLJ37035"
"6652","FLJ37201"
"6653","FLJ37453"
"6654","FLJ37505"
"6655","FLJ38109"
"6656","FLJ38576"
"6657","FLJ39051"
"6658","FLJ39080"
"6659","FLJ39534"
"6660","FLJ39639"
"6661","FLJ39653"
"6662","FLJ39739"
"6663","FLJ40194"
"6664","FLJ40288"
"6665","FLJ40292"
"6666","FLJ40852"
"6667","FLJ41200"
"6668","FLJ41278"
"6669","FLJ41350"
"6670","FLJ41649"
"6671","FLJ41941"
"6672","FLJ42102"
"6673","FLJ42280"
"6674","FLJ42289"
"6675","FLJ42351"
"6676","FLJ42393"
"6677","FLJ42627"
"6678","FLJ42709"
"6679","FLJ42875"
"6680","FLJ42969"
"6681","FLJ43390"
"6682","FLJ43663"
"6683","FLJ43681"
"6684","FLJ43860"
"6685","FLJ43879"
"6686","FLJ44511"
"6687","FLJ44635"
"6688","FLJ45079"
"6689","FLJ45340"
"6690","FLJ45445"
"6691","FLJ45513"
"6692","FLJ45974"
"6693","FLJ45983"
"6694","FLJ46066"
"6695","FLJ46257"
"6696","FLJ46284"
"6697","FLJ46300"
"6698","FLJ46361"
"6699","FLJ46446"
"6700","FLJ46906"
"6701","FLJ90757"
"6702","FLNA"
"6703","FLNB"
"6704","FLNC"
"6705","FLOT1"
"6706","FLOT2"
"6707","FLRT1"
"6708","FLRT2"
"6709","FLRT3"
"6710","FLT1"
"6711","FLT3"
"6712","FLT3LG"
"6713","FLT4"
"6714","FLVCR1"
"6715","FLVCR1-AS1"
"6716","FLVCR2"
"6717","FLYWCH1"
"6718","FLYWCH2"
"6719","FMN1"
"6720","FMN2"
"6721","FMNL1"
"6722","FMNL2"
"6723","FMNL3"
"6724","FMO1"
"6725","FMO2"
"6726","FMO3"
"6727","FMO4"
"6728","FMO5"
"6729","FMO6P"
"6730","FMO9P"
"6731","FMOD"
"6732","FMR1"
"6733","FMR1-AS1"
"6734","FMR1NB"
"6735","FN1"
"6736","FN3K"
"6737","FN3KRP"
"6738","FNBP1"
"6739","FNBP1L"
"6740","FNBP4"
"6741","FNDC1"
"6742","FNDC3A"
"6743","FNDC3B"
"6744","FNDC4"
"6745","FNDC5"
"6746","FNDC7"
"6747","FNDC8"
"6748","FNDC9"
"6749","FNIP1"
"6750","FNIP2"
"6751","FNTA"
"6752","FNTB"
"6753","FOCAD"
"6754","FOLH1"
"6755","FOLH1B"
"6756","FOLR1"
"6757","FOLR2"
"6758","FOLR3"
"6759","FOLR4"
"6760","FONG"
"6761","FOPNL"
"6762","FOS"
"6763","FOSB"
"6764","FOSL1"
"6765","FOSL2"
"6766","FOXA1"
"6767","FOXA2"
"6768","FOXA3"
"6769","FOXB1"
"6770","FOXB2"
"6771","FOXC1"
"6772","FOXC2"
"6773","FOXD1"
"6774","FOXD2"
"6775","FOXD2-AS1"
"6776","FOXD3"
"6777","FOXD4"
"6778","FOXD4L1"
"6779","FOXD4L2"
"6780","FOXD4L3"
"6781","FOXD4L4"
"6782","FOXD4L5"
"6783","FOXD4L6"
"6784","FOXE1"
"6785","FOXE3"
"6786","FOXF1"
"6787","FOXF1-AS1"
"6788","FOXF2"
"6789","FOXG1"
"6790","FOXH1"
"6791","FOXI1"
"6792","FOXI2"
"6793","FOXI3"
"6794","FOXJ1"
"6795","FOXJ2"
"6796","FOXJ3"
"6797","FOXK1"
"6798","FOXK2"
"6799","FOXL1"
"6800","FOXL2"
"6801","FOXM1"
"6802","FOXN1"
"6803","FOXN2"
"6804","FOXN3"
"6805","FOXN4"
"6806","FOXO1"
"6807","FOXO3"
"6808","FOXO3B"
"6809","FOXO4"
"6810","FOXP1"
"6811","FOXP2"
"6812","FOXP3"
"6813","FOXP4"
"6814","FOXQ1"
"6815","FOXR1"
"6816","FOXR2"
"6817","FOXRED1"
"6818","FOXRED2"
"6819","FOXS1"
"6820","FP588"
"6821","FPGS"
"6822","FPGT"
"6823","FPGT-TNNI3K"
"6824","FPR1"
"6825","FPR2"
"6826","FPR3"
"6827","FRA10AC1"
"6828","FRAS1"
"6829","FRAT1"
"6830","FRAT2"
"6831","FREM1"
"6832","FREM2"
"6833","FREM3"
"6834","FRG1"
"6835","FRG1B"
"6836","FRG2"
"6837","FRG2B"
"6838","FRG2C"
"6839","FRK"
"6840","FRMD1"
"6841","FRMD3"
"6842","FRMD4A"
"6843","FRMD4B"
"6844","FRMD5"
"6845","FRMD6"
"6846","FRMD6-AS1"
"6847","FRMD6-AS2"
"6848","FRMD7"
"6849","FRMD8"
"6850","FRMD8P1"
"6851","FRMPD1"
"6852","FRMPD2"
"6853","FRMPD2P1"
"6854","FRMPD4"
"6855","FRRS1"
"6856","FRRS1L"
"6857","FRS2"
"6858","FRS3"
"6859","FRY"
"6860","FRYL"
"6861","FRZB"
"6862","FSBP"
"6863","FSCB"
"6864","FSCN1"
"6865","FSCN2"
"6866","FSCN3"
"6867","FSD1"
"6868","FSD1L"
"6869","FSD2"
"6870","FSHB"
"6871","FSHR"
"6872","FSIP1"
"6873","FSIP2"
"6874","FST"
"6875","FSTL1"
"6876","FSTL3"
"6877","FSTL4"
"6878","FSTL5"
"6879","FTCD"
"6880","FTH1"
"6881","FTH1P3"
"6882","FTHL17"
"6883","FTL"
"6884","FTLP10"
"6885","FTMT"
"6886","FTO"
"6887","FTSJ1"
"6888","FTSJ2"
"6889","FTSJ3"
"6890","FTSJD1"
"6891","FTSJD2"
"6892","FTX"
"6893","FUBP1"
"6894","FUBP3"
"6895","FUCA1"
"6896","FUCA2"
"6897","FUK"
"6898","FUNDC1"
"6899","FUNDC2"
"6900","FUNDC2P2"
"6901","FUOM"
"6902","FURIN"
"6903","FUS"
"6904","FUT1"
"6905","FUT10"
"6906","FUT11"
"6907","FUT2"
"6908","FUT3"
"6909","FUT4"
"6910","FUT5"
"6911","FUT6"
"6912","FUT7"
"6913","FUT8"
"6914","FUT9"
"6915","FUZ"
"6916","FXC1"
"6917","FXN"
"6918","FXR1"
"6919","FXR2"
"6920","FXYD1"
"6921","FXYD2"
"6922","FXYD3"
"6923","FXYD4"
"6924","FXYD5"
"6925","FXYD6"
"6926","FXYD6-FXYD2"
"6927","FXYD7"
"6928","FYB"
"6929","FYCO1"
"6930","FYN"
"6931","FYTTD1"
"6932","FZD1"
"6933","FZD10"
"6934","FZD2"
"6935","FZD3"
"6936","FZD4"
"6937","FZD5"
"6938","FZD6"
"6939","FZD7"
"6940","FZD8"
"6941","FZD9"
"6942","FZR1"
"6943","G0S2"
"6944","G2E3"
"6945","G3BP1"
"6946","G3BP2"
"6947","G6PC"
"6948","G6PC2"
"6949","G6PC3"
"6950","G6PD"
"6951","GAA"
"6952","GAB1"
"6953","GAB2"
"6954","GAB3"
"6955","GAB4"
"6956","GABARAP"
"6957","GABARAPL1"
"6958","GABARAPL2"
"6959","GABARAPL3"
"6960","GABBR1"
"6961","GABBR2"
"6962","GABPA"
"6963","GABPB1"
"6964","GABPB1-AS1"
"6965","GABPB2"
"6966","GABRA1"
"6967","GABRA2"
"6968","GABRA3"
"6969","GABRA4"
"6970","GABRA5"
"6971","GABRA6"
"6972","GABRB1"
"6973","GABRB2"
"6974","GABRB3"
"6975","GABRD"
"6976","GABRE"
"6977","GABRG1"
"6978","GABRG2"
"6979","GABRG3"
"6980","GABRP"
"6981","GABRQ"
"6982","GABRR1"
"6983","GABRR2"
"6984","GABRR3"
"6985","GAD1"
"6986","GAD2"
"6987","GADD45A"
"6988","GADD45B"
"6989","GADD45G"
"6990","GADD45GIP1"
"6991","GADL1"
"6992","GAGE1"
"6993","GAGE10"
"6994","GAGE12B"
"6995","GAGE12C"
"6996","GAGE12D"
"6997","GAGE12E"
"6998","GAGE12F"
"6999","GAGE12G"
"7000","GAGE12H"
"7001","GAGE12I"
"7002","GAGE12J"
"7003","GAGE13"
"7004","GAGE2A"
"7005","GAGE2B"
"7006","GAGE2C"
"7007","GAGE2D"
"7008","GAGE2E"
"7009","GAGE4"
"7010","GAGE5"
"7011","GAGE6"
"7012","GAGE7"
"7013","GAGE8"
"7014","GAK"
"7015","GAL"
"7016","GAL3ST1"
"7017","GAL3ST2"
"7018","GAL3ST3"
"7019","GAL3ST4"
"7020","GALC"
"7021","GALE"
"7022","GALK1"
"7023","GALK2"
"7024","GALM"
"7025","GALNS"
"7026","GALNT1"
"7027","GALNT10"
"7028","GALNT11"
"7029","GALNT12"
"7030","GALNT13"
"7031","GALNT14"
"7032","GALNT2"
"7033","GALNT3"
"7034","GALNT4"
"7035","GALNT5"
"7036","GALNT6"
"7037","GALNT7"
"7038","GALNT8"
"7039","GALNT9"
"7040","GALNTL1"
"7041","GALNTL2"
"7042","GALNTL4"
"7043","GALNTL5"
"7044","GALNTL6"
"7045","GALP"
"7046","GALR1"
"7047","GALR2"
"7048","GALR3"
"7049","GALT"
"7050","GAMT"
"7051","GAN"
"7052","GANAB"
"7053","GANC"
"7054","GAP43"
"7055","GAPDH"
"7056","GAPDHS"
"7057","GAPT"
"7058","GAPVD1"
"7059","GAR1"
"7060","GARNL3"
"7061","GARS"
"7062","GART"
"7063","GAS1"
"7064","GAS2"
"7065","GAS2L1"
"7066","GAS2L2"
"7067","GAS2L3"
"7068","GAS5"
"7069","GAS5-AS1"
"7070","GAS6"
"7071","GAS6-AS1"
"7072","GAS7"
"7073","GAS8"
"7074","GAST"
"7075","GATA1"
"7076","GATA2"
"7077","GATA3"
"7078","GATA4"
"7079","GATA5"
"7080","GATA6"
"7081","GATAD1"
"7082","GATAD2A"
"7083","GATAD2B"
"7084","GATC"
"7085","GATM"
"7086","GATS"
"7087","GATSL1"
"7088","GATSL2"
"7089","GATSL3"
"7090","GBA"
"7091","GBA2"
"7092","GBA3"
"7093","GBAP1"
"7094","GBAS"
"7095","GBE1"
"7096","GBF1"
"7097","GBGT1"
"7098","GBP1"
"7099","GBP1P1"
"7100","GBP2"
"7101","GBP3"
"7102","GBP4"
"7103","GBP5"
"7104","GBP6"
"7105","GBP7"
"7106","GBX1"
"7107","GBX2"
"7108","GC"
"7109","GCA"
"7110","GCAT"
"7111","GCC1"
"7112","GCC2"
"7113","GCDH"
"7114","GCET2"
"7115","GCFC1"
"7116","GCFC1-AS1"
"7117","GCFC2"
"7118","GCG"
"7119","GCGR"
"7120","GCH1"
"7121","GCHFR"
"7122","GCK"
"7123","GCKR"
"7124","GCLC"
"7125","GCLM"
"7126","GCM1"
"7127","GCM2"
"7128","GCN1L1"
"7129","GCNT1"
"7130","GCNT2"
"7131","GCNT3"
"7132","GCNT4"
"7133","GCNT7"
"7134","GCOM1"
"7135","GCSH"
"7136","GCSHP3"
"7137","GDA"
"7138","GDAP1"
"7139","GDAP1L1"
"7140","GDAP2"
"7141","GDE1"
"7142","GDEP"
"7143","GDF1"
"7144","GDF10"
"7145","GDF11"
"7146","GDF15"
"7147","GDF2"
"7148","GDF3"
"7149","GDF5"
"7150","GDF6"
"7151","GDF7"
"7152","GDF9"
"7153","GDI1"
"7154","GDI2"
"7155","GDNF"
"7156","GDPD1"
"7157","GDPD2"
"7158","GDPD3"
"7159","GDPD4"
"7160","GDPD5"
"7161","GDPGP1"
"7162","GEM"
"7163","GEMIN2"
"7164","GEMIN4"
"7165","GEMIN5"
"7166","GEMIN6"
"7167","GEMIN7"
"7168","GEMIN8"
"7169","GEMIN8P4"
"7170","GEN1"
"7171","GET4"
"7172","GFAP"
"7173","GFER"
"7174","GFI1"
"7175","GFI1B"
"7176","GFM1"
"7177","GFM2"
"7178","GFOD1"
"7179","GFOD2"
"7180","GFPT1"
"7181","GFPT2"
"7182","GFRA1"
"7183","GFRA2"
"7184","GFRA3"
"7185","GFRA4"
"7186","GFRAL"
"7187","GGA1"
"7188","GGA2"
"7189","GGA3"
"7190","GGCT"
"7191","GGCX"
"7192","GGH"
"7193","GGN"
"7194","GGNBP1"
"7195","GGNBP2"
"7196","GGPS1"
"7197","GGT1"
"7198","GGT3P"
"7199","GGT5"
"7200","GGT6"
"7201","GGT7"
"7202","GGT8P"
"7203","GGTA1P"
"7204","GGTLC1"
"7205","GGTLC2"
"7206","GH1"
"7207","GH2"
"7208","GHDC"
"7209","GHITM"
"7210","GHR"
"7211","GHRH"
"7212","GHRHR"
"7213","GHRL"
"7214","GHRLOS"
"7215","GHRLOS2"
"7216","GHSR"
"7217","GID4"
"7218","GID8"
"7219","GIF"
"7220","GIGYF1"
"7221","GIGYF2"
"7222","GIMAP1"
"7223","GIMAP1-GIMAP5"
"7224","GIMAP2"
"7225","GIMAP4"
"7226","GIMAP5"
"7227","GIMAP6"
"7228","GIMAP7"
"7229","GIMAP8"
"7230","GIMD1"
"7231","GIN1"
"7232","GINM1"
"7233","GINS1"
"7234","GINS2"
"7235","GINS3"
"7236","GINS4"
"7237","GIP"
"7238","GIPC1"
"7239","GIPC2"
"7240","GIPC3"
"7241","GIPR"
"7242","GIT1"
"7243","GIT2"
"7244","GJA1"
"7245","GJA10"
"7246","GJA3"
"7247","GJA4"
"7248","GJA5"
"7249","GJA8"
"7250","GJA9"
"7251","GJA9-MYCBP"
"7252","GJB1"
"7253","GJB2"
"7254","GJB3"
"7255","GJB4"
"7256","GJB5"
"7257","GJB6"
"7258","GJB7"
"7259","GJC1"
"7260","GJC2"
"7261","GJC3"
"7262","GJD2"
"7263","GJD3"
"7264","GJD4"
"7265","GK"
"7266","GK2"
"7267","GK3P"
"7268","GK5"
"7269","GKAP1"
"7270","GKN1"
"7271","GKN2"
"7272","GLA"
"7273","GLB1"
"7274","GLB1L"
"7275","GLB1L2"
"7276","GLB1L3"
"7277","GLCCI1"
"7278","GLCE"
"7279","GLDC"
"7280","GLDN"
"7281","GLE1"
"7282","GLG1"
"7283","GLI1"
"7284","GLI2"
"7285","GLI3"
"7286","GLI4"
"7287","GLIPR1"
"7288","GLIPR1L1"
"7289","GLIPR1L2"
"7290","GLIPR2"
"7291","GLIS1"
"7292","GLIS2"
"7293","GLIS3"
"7294","GLIS3-AS1"
"7295","GLMN"
"7296","GLO1"
"7297","GLOD4"
"7298","GLOD5"
