"","x"
"17564","HIST1H2AD"
"17565","ZFP28"
"17566","KIAA1211L"
"17567","CBWD3"
"17568","SCN8A"
"17569","LAMB3"
"17570","HIST3H2BB"
"17571","AC090286.4"
"17572","C5orf48"
"17573","KPNA5"
"17574","ANKRD36B"
"17575","ARHGEF12"
"17576","HCAR1"
"17577","ZNF252P"
"17578","PDLIM7"
"17579","FLNA"
"17580","AC009093.1"
"17581","TMEM26"
"17582","RPS26P11"
"17583","RIMBP3B"
"17584","SRGAP1"
"17585","OR2L8"
"17586","FAM3C"
"17587","NOP9"
"17588","OR2T4"
"17589","ZNF705A"
"17590","SLC39A10"
"17591","RP11-425I13.3"
"17592","CASP4"
"17593","RP11-192P3.5"
"17594","AP2A1"
"17595","PCDHB16"
"17596","HIST1H3E"
"17597","ZNF585A"
"17598","FUT11"
"17599","NXF4"
"17600","LINC00087"
"17601","ANXA4"
"17602","LAGE3"
"17603","AL360004.1"
"17604","WDR5B"
"17605","LCA10"
"17606","FAM163B"
"17607","NPIPB9"
"17608","WDR45"
"17609","METTL9"
"17610","ZNF138"
"17611","ZNF429"
"17612","AL353898.1"
"17613","ZNF470"
"17614","SERTAD1"
"17615","ZNF100"
"17616","CXorf40B"
"17617","OR51A6P"
"17618","ZNF398"
"17619","ZSCAN25"
"17620","RBMY1A3P"
"17621","ANXA6"
"17622","ZNF441"
"17623","GMFB"
"17624","SIGLEC15"
"17625","Z73979.1"
"17626","ZNF420"
"17627","ZNF763"
"17628","ZMYM1"
"17629","DTHD1"
"17630","HIST1H4C"
"17631","RP5-874C20.3"
"17632","MAFG"
"17633","OR2T32P"
"17634","ARRDC1"
"17635","AC010243.1"
"17636","KIAA1671"
"17637","KRT35"
"17638","IGF2R"
"17639","ZNF300P1"
"17640","LCE1C"
"17641","NPSR1-AS1"
"17642","GOLGA6L16P"
"17643","GAL3ST4"
"17644","RP11-573D15.8"
"17645","DYNC1H1"
"17646","SLC6A17"
"17647","IFNL3"
"17648","PCBP2"
"17649","ZGPAT"
"17650","SLC25A29"
"17651","PGAP1"
"17652","SRC"
"17653","ZNF679"
"17654","ZNF682"
"17655","OR8B8"
"17656","ZNF772"
"17657","ZNF257"
"17658","PCNXL3"
"17659","ADAM32"
"17660","ACSL5"
"17661","AL133458.1"
"17662","LRRC8B"
"17663","RP11-452G18.2"
"17664","ABCB8"
"17665","HIST1H3J"
"17666","SND1"
"17667","OR4C4P"
"17668","ZNF785"
"17669","SULT1A2"
"17670","NEK5"
"17671","PSMD12"
"17672","OR2B4P"
"17673","MAGEA6"
"17674","RP11-76E12.1"
"17675","GPR123"
"17676","BX936347.1"
"17677","PIWIL2"
"17678","FLJ27365"
"17679","C20orf112"
"17680","SSXP1"
"17681","C9orf169"
"17682","SLC22A4"
"17683","KB-1592A4.15"
"17684","ZSCAN5B"
"17685","TCEA1P1"
"17686","ENTPD4"
"17687","C1D"
"17688","TBC1D9B"
"17689","OR1J2"
"17690","HIST1H4J"
"17691","SLC2A7"
"17692","FAM110D"
"17693","SERPINA1"
"17694","LINC00336"
"17695","TPSB2"
"17696","AP000445.1"
"17697","KANK2"
"17698","EIF4BP6"
"17699","C6orf141"
"17700","CCL4L2"
"17701","OR8D2"
"17702","GTF2E2"
"17703","IL27"
"17704","GUCA2A"
"17705","RAD54B"
"17706","ZNF165"
"17707","SYNGAP1"
"17708","RP11-589F5.3"
"17709","RAMP2-AS1"
"17710","FITM2"
"17711","BLM"
"17712","RP11-366L20.2"
"17713","ZNF720"
"17714","GATA3-AS1"
"17715","OR10D3"
"17716","DDI2"
"17717","AC060834.2"
"17718","SVIL"
"17719","C17orf102"
"17720","TRIM33"
"17721","LRP10"
"17722","PELI1"
"17723","ZNF833P"
"17724","AC032027.1"
"17725","ZNF655"
"17726","MRPL21"
"17727","LYPD2"
"17728","UAP1L1"
"17729","BNIP3P1"
"17730","ZNF98"
"17731","FBXL22"
"17732","ZNF786"
"17733","ZNF517"
"17734","S100A7L2"
"17735","ZNF675"
"17736","SLC22A5"
"17737","OR8S1"
"17738","DACT3"
"17739","ADARB1"
"17740","ZNF860"
"17741","HTT"
"17742","OR6N1"
"17743","C5AR1"
"17744","DIO3"
"17745","CYP2B6"
"17746","HIST1H3D"
"17747","DCHS2"
"17748","GOLGA6L1"
"17749","VEPH1"
"17750","FABP12"
"17751","SHPK"
"17752","GGT3P"
"17753","OR51D1"
"17754","IPP"
"17755","OPALIN"
"17756","OR13G1"
"17757","MAP3K5"
"17758","OGDHL"
"17759","C16orf47"
"17760","CYP2F1"
"17761","GSTK1"
"17762","HNRNPAB"
"17763","OR2L5"
"17764","STMN3"
"17765","HIST1H2BH"
"17766","PDGFA"
"17767","AC005276.1"
"17768","CSAG3"
"17769","GYPE"
"17770","COL13A1"
"17771","RP11-747H12.1"
"17772","SPN"
"17773","ZNF695"
"17774","ADAM3A"
"17775","RP11-170L3.7"
"17776","PCDHB11"
"17777","ZNF628"
"17778","GALP"
"17779","SLC2A10"
"17780","ZNF665"
"17781","RPF2"
"17782","AL627171.1"
"17783","LINC00477"
"17784","SLC28A3"
"17785","FAM177B"
"17786","MIB2"
"17787","OR6Y1"
"17788","MYO5A"
"17789","C5orf56"
"17790","GZMM"
"17791","ATG7"
"17792","PRAMENP"
"17793","RP11-460N11.2"
"17794","SIPA1L1"
"17795","TTC30A"
"17796","SSPO"
"17797","ELANE"
"17798","RAB40C"
"17799","PIGN"
"17800","COL4A6"
"17801","ZNF624"
"17802","HHLA3"
"17803","RPS17P2"
"17804","HOXA4"
"17805","TOPORS"
"17806","BCO2"
"17807","GPX1P1"
"17808","KCNMB2"
"17809","AC107218.3"
"17810","ENTPD6"
"17811","DMBX1"
"17812","KLKP1"
"17813","OR11L1"
"17814","ENPP1"
"17815","C13orf35"
"17816","CCDC154"
"17817","FAR1"
"17818","C5orf42"
"17819","AC022532.1"
"17820","ZNF841"
"17821","MFAP5"
"17822","MYH6"
"17823","VN1R5"
"17824","ZNF615"
"17825","CXorf40A"
"17826","CDC42SE1"
"17827","AC048382.4"
"17828","MPEG1"
"17829","SERPINB2"
"17830","DPP4"
"17831","SERPINB13"
"17832","AC106870.2"
"17833","PDCD1LG2"
"17834","ZNF433"
"17835","CCER1"
"17836","DNAH10"
"17837","SLC22A24"
"17838","AC007952.6"
"17839","RP4-724E16.2"
"17840","OR51C1P"
"17841","TBC1D3"
"17842","KRTAP26-1"
"17843","CBX3P7"
"17844","SPTAN1"
"17845","NMB"
"17846","HIST1H2BE"
"17847","ZNF595"
"17848","PARVA"
"17849","FRMPD2P1"
"17850","KLHL14"
"17851","OR6C74"
"17852","FAM114A1"
"17853","RPE"
"17854","ZNF460"
"17855","CR1L"
"17856","HSPB9"
"17857","PHF2"
"17858","AL022341.1"
"17859","RPS26"
"17860","C14orf178"
"17861","PTMAP2"
"17862","SCGB1D4"
"17863","PSAP"
"17864","S100A10"
"17865","WDR96"
"17866","LHFPL5"
"17867","RPL37A"
"17868","HOXC6"
"17869","TXNRD3"
"17870","CFD"
"17871","C9orf173"
"17872","MAP1LC3C"
"17873","MCMBP"
"17874","EME2"
"17875","DHRS4-AS1"
"17876","KLHDC1"
"17877","ZNF81"
"17878","TAF13"
"17879","ZNF780A"
"17880","ATAD3A"
"17881","OR5B17"
"17882","OR52M1"
"17883","IGKV7-3"
"17884","FAM118B"
"17885","BX649597.1"
"17886","ZNF461"
"17887","CTC-301O7.4"
"17888","AC122129.1"
"17889","CCDC180"
"17890","SLC9A8"
"17891","OCLN"
"17892","AC061975.1"
"17893","C4orf22"
"17894","AC011385.1"
"17895","HIST4H4"
"17896","CYP2A13"
"17897","ZNF181"
"17898","AL358813.1"
"17899","HIST1H2BF"
"17900","SLC22A20"
"17901","OR8G1"
"17902","C7orf76"
"17903","FAM212B"
"17904","ZNF44"
"17905","GPAA1"
"17906","ADAMTSL2"
"17907","SGTB"
"17908","ZNF790"
"17909","OR5M12P"
"17910","PRB3"
"17911","FAM49A"
"17912","MYO1C"
"17913","MDS2"
"17914","OR7E13P"
"17915","NKIRAS1"
"17916","OR1S2"
"17917","UGT2B17"
"17918","MEIG1"
"17919","SLC22A12"
"17920","KIF13B"
"17921","NRAP"
"17922","ADH5"
"17923","SLC22A6"
"17924","HIST1H2BK"
"17925","TEAD4"
"17926","FAM25G"
"17927","SPG7"
"17928","HIST1H4K"
"17929","HRNR"
"17930","IFNA1"
"17931","HES5"
"17932","C2orf27A"
"17933","ZNF677"
"17934","ERO1L"
"17935","F8A1"
"17936","ZNF823"
"17937","AP001597.1"
"17938","ZNF311"
"17939","ZNF347"
"17940","OR5H2"
"17941","PLCG2"
"17942","FCHSD1"
"17943","ZNF71"
"17944","AADACL2"
"17945","S100A6"
"17946","RPL12"
"17947","DNM3"
"17948","ZNF121"
"17949","MPZL1"
"17950","VPS13A"
"17951","MBP"
"17952","AKAP17A"
"17953","ELOVL2"
"17954","LEKR1"
"17955","C1orf122"
"17956","OR51A8P"
"17957","SNHG12"
"17958","ZNF734P"
"17959","PCDH20"
"17960","CLEC9A"
"17961","KEL"
"17962","NOL8"
"17963","IRAK4"
"17964","CCDC151"
"17965","DLGAP2"
"17966","MRPL42"
"17967","ENTPD7"
"17968","FCGR1B"
"17969","SPANXA1"
"17970","RP11-432N13.4"
"17971","ZNF335"
"17972","ZNF560"
"17973","TUBA3C"
"17974","RPS4X"
"17975","AGAP9"
"17976","ZNF273"
"17977","ZNF84"
"17978","MAK16"
"17979","ZNF667"
"17980","AVPR1B"
"17981","SIRPA"
"17982","DSCR8"
"17983","GRK6"
"17984","PRIM1"
"17985","MARCH5"
"17986","POTEH"
"17987","RP11-347C12.1"
"17988","AKR1B10"
"17989","SULT1C4"
"17990","CYP2A7"
"17991","ZBTB14"
"17992","H2AFB1"
"17993","KRTAP9-9"
"17994","CD2AP"
"17995","NUP62CL"
"17996","SFI1"
"17997","KRTAP4-6"
"17998","TMPRSS11F"
"17999","ZNF649"
"18000","ADH4"
"18001","AL138751.1"
"18002","OR2T6"
"18003","ZNF248"
"18004","SNX29P2"
"18005","CHSY3"
"18006","TOR4A"
"18007","LPAR1"
"18008","MB"
"18009","OR2L3"
"18010","DEFB107B"
"18011","HIBCH"
"18012","ZNF544"
"18013","TMEM229B"
"18014","RP11-267J23.4"
"18015","SOWAHC"
"18016","ZNF770"
"18017","AC135178.1"
"18018","ZNF849P"
"18019","ZNF876P"
"18020","NPIPB6"
"18021","HMGN5"
"18022","MIER1"
"18023","PPIAL4C"
"18024","MAN1A2"
"18025","SVIP"
"18026","ZNF251"
"18027","DDRGK1"
"18028","FAM47C"
"18029","TFDP1"
"18030","CLEC4C"
"18031","ZNF607"
"18032","BPIFA1"
"18033","ZNF334"
"18034","HSD17B11"
"18035","SZT2"
"18036","SULT1C2"
"18037","ZXDA"
"18038","RPS6KL1"
"18039","TUBB3"
"18040","CACNA1E"
"18041","OR51H2P"
"18042","QRICH1"
"18043","MLLT4-AS1"
"18044","CSF2RA"
"18045","FKBP1C"
"18046","DDX42"
"18047","RP11-98J23.2"
"18048","RPL23A"
"18049","SLC29A3"
"18050","ANTXRL"
"18051","CTC-490E21.13"
"18052","STYX"
"18053","UBL5"
"18054","OR5BB1P"
"18055","HELZ"
"18056","TMEM116"
"18057","KRTAP4-5"
"18058","UCKL1"
"18059","RP11-468N14.09"
"18060","OR5B21"
"18061","NUP210P1"
"18062","CARD11"
"18063","ZNF485"
"18064","PEG3"
"18065","SDAD1"
"18066","SPDYE8P"
"18067","H2AFB2"
"18068","BMS1P9"
"18069","ZKSCAN8"
"18070","FAM109A"
"18071","TMEM239"
"18072","HIST1H4F"
"18073","HYLS1"
"18074","MYL4"
"18075","HIST1H4I"
"18076","ZNF442"
"18077","ZNF813"
"18078","HOXC4"
"18079","DCAF12L2"
"18080","PIM3"
"18081","ASNA1"
"18082","RP11-544M22.1"
"18083","ASPH"
"18084","HIST1H3A"
"18085","OR7A11P"
"18086","SPRED2"
"18087","WWP2"
"18088","HIST1H2AL"
"18089","GFPT1"
"18090","UVRAG"
"18091","TPTE2P3"
"18092","AC092291.1"
"18093","KRTAP13-1"
"18094","ZNF26"
"18095","TMEM207"
"18096","ITSN2"
"18097","NTRK1"
"18098","BZW1P2"
"18099","MGEA5"
"18100","TATDN2P1"
"18101","CTD-2173L22.4"
"18102","MT1F"
"18103","FAM115A"
"18104","ZNF69"
"18105","TXNRD1"
"18106","AF241725.1"
"18107","NRARP"
"18108","ZNF583"
"18109","KRTAP4-1"
"18110","F8A2"
"18111","CCT8L2"
"18112","OR14L1P"
"18113","ZNF568"
"18114","C9orf141"
"18115","ZXDB"
"18116","ZNF480"
"18117","ZNF587"
"18118","TPM2"
"18119","FLVCR1-AS1"
"18120","RTP2"
"18121","ZNF280B"
"18122","SH3BGRL2"
"18123","ZNF808"
"18124","ANKRD35"
"18125","B3GNT6"
"18126","RP11-208N14.4"
"18127","YTHDF2"
"18128","NBR2"
"18129","TMA16"
"18130","HLA-DRB5"
"18131","ATL1"
"18132","CNGA1"
"18133","MAFK"
"18134","HIST1H4E"
"18135","C1orf228"
"18136","ZNF43"
"18137","GPN1"
"18138","PLN"
"18139","PABPC1P2"
"18140","C2CD4A"
"18141","ZNF28"
"18142","ITGBL1"
"18143","ZNF511"
"18144","C20orf203"
"18145","ZNF627"
"18146","KCNRG"
"18147","WDHD1"
"18148","RP11-598D12.4"
"18149","ZNF789"
"18150","HIST1H4L"
"18151","CTNND1"
"18152","DDX39B"
"18153","ZNF658B"
"18154","SLC34A3"
"18155","RD3"
"18156","SPANXC"
"18157","SH2D1B"
"18158","ARC"
"18159","AC073343.1"
"18160","NUDT16"
"18161","TLK1"
"18162","LRBA"
"18163","C3orf35"
"18164","ZNF536"
"18165","MMP17"
"18166","OR2M2"
"18167","BAZ1A"
"18168","AKR1C4"
"18169","COPS8"
"18170","PPIAP22"
"18171","CCDC69"
"18172","MDM4"
"18173","RYR2"
"18174","AC004878.3"
"18175","ZNF534"
"18176","KLHL9"
"18177","FAM3D"
"18178","NCOA6"
"18179","STK39"
"18180","TAT"
"18181","OR8B4"
"18182","ABHD17AP2"
"18183","C6orf89"
"18184","CALM1"
"18185","LPA"
"18186","RP11-168J19.2"
"18187","FAM19A2"
"18188","OR10G6"
"18189","TTC37"
"18190","OR5BS1P"
"18191","TUSC1"
"18192","MAGEA1"
"18193","PAPSS2"
"18194","AC012615.1"
"18195","C3orf27"
"18196","SLC9A6"
"18197","FAN1"
"18198","ABCA4"
"18199","EIF1AY"
"18200","MT-ND6"
"18201","IPO9"
"18202","OR10R3P"
"18203","GPX6"
"18204","CEP290"
"18205","SSBP3-AS1"
"18206","MT-CO2"
"18207","C1orf85"
"18208","FAM179B"
"18209","DLL1"
"18210","ANKRD13B"
"18211","ECI2"
"18212","UNC13B"
"18213","C19orf45"
"18214","MT-CYB"
"18215","LDB1"
"18216","PPP1R14C"
"18217","CTR9"
"18218","SMOC1"
"18219","F5"
"18220","MSRB1"
"18221","SMIM11P1"
"18222","LRRTM3"
"18223","ZNF652"
"18224","SMURF1"
"18225","SLC5A3"
"18226","RP5-857K21.11"
"18227","GPATCH3"
"18228","GATSL2"
"18229","CDC42BPB"
"18230","PLXNB3"
"18231","OXCT2"
"18232","RPL10A"
"18233","COLGALT2"
"18234","EPS8L3"
"18235","EGFL6"
"18236","MT-ND2"
"18237","SYCP1"
"18238","APCDD1L"
"18239","RCSD1"
"18240","RASSF9"
"18241","FAM169A"
"18242","ZNF830"
"18243","GRIN3A"
"18244","MT-ND5"
"18245","OR4D12P"
"18246","MUC2"
"18247","CNOT7"
"18248","TMEM184B"
"18249","MTOR"
"18250","SCAMP5"
"18251","ZNF521"
"18252","ALPK2"
"18253","BRINP2"
"18254","MAGEB3"
"18255","LRIG2"
"18256","MT-CO1"
"18257","PNP"
"18258","PAX9"
"18259","LRRC10"
"18260","GK"
"18261","FOXJ3"
"18262","ZNF358"
"18263","SFT2D1"
"18264","CD247"
"18265","GRM3"
"18266","CHAMP1"
"18267","INPP5F"
"18268","ARHGAP11A"
"18269","SUCNR1"
"18270","HMGN2"
"18271","SELM"
"18272","UBE2J1"
"18273","GJC2"
"18274","OPA1"
"18275","DENND4B"
"18276","RYR3"
"18277","ZNF277"
"18278","MT-ND3"
"18279","KTI12"
"18280","DUSP27"
"18281","SELT"
"18282","ARHGEF15"
"18283","TOX"
"18284","CES1"
"18285","CD3E"
"18286","RUSC2"
"18287","C1orf68"
"18288","FICD"
"18289","OSTC"
"18290","HSD3BP5"
"18291","R3HDM4"
"18292","TSEN15"
"18293","LTN1"
"18294","RUNDC1"
"18295","CCDC152"
"18296","MIR4461"
"18297","C9orf96"
"18298","GRK5"
"18299","TYW1"
"18300","DCAF12"
"18301","OR5D13"
"18302","SFMBT2"
"18303","ASB12"
"18304","PNMA5"
"18305","ITPRIPL1"
"18306","MT-ND4"
"18307","SMC5"
"18308","MT-ND1"
"18309","DCAF12L1"
"18310","PRMT6"
"18311","SHISA4"
"18312","KIAA1737"
"18313","CAPZA2"
"18314","MT-ATP6"
"18315","TOP1"
"18316","PRC1"
"18317","BHLHB9"
"18318","MAP3K3"
"18319","L1CAM"
"18320","SREBF2"
"18321","C1orf174"
"18322","POU3F3"
"18323","RASGEF1A"
"18324","C9orf114"
"18325","RPL39"
"18326","DZIP3"
"18327","KIAA0753"
"18328","RP11-290L1.7"
"18329","DCLRE1A"
"18330","ATG9A"
"18331","NOS1AP"
"18332","CSAG1"
"18333","APRT"
"18334","GPRASP1"
"18335","TBKBP1"
"18336","MAGEE1"
"18337","CCDC167"
"18338","MT-CO3"
"18339","ZFP2"
"18340","SOWAHA"
"18341","L3MBTL3"
"18342","SSX4B"
"18343","DMD"
"18344","MFAP3L"
"18345","NAGA"
"18346","SMG5"
"18347","KIAA1279"
"18348","TGM2"
"18349","ARMCX6"
"18350","PJA2"
"18351","RORB"
"18352","SGMS1"
"18353","OR10R2"
"18354","OR10Z1"
"18355","MIRLET7E"
"18356","MIR375"
"18357","MIR30E"
"18358","MIRLET7A2"
"18359","MIR429"
"18360","MIR380"
"18361","MIR449A"
"18362","MIR345"
"18363","MIRLET7A3"
"18364","MIR16-2"
"18365","MIR340"
"18366","MIR107"
"18367","MIR448"
"18368","MIR21"
"18369","MIR370"
"18370","MIR412"
"18371","MIR377"
"18372","MIR1-1"
"18373","MIR381"
"18374","MIR339"
"18375","MIR103A2"
"18376","MIR369"
"18377","MIRLET7C"
"18378","MIR371A"
"18379","MIR425"
"18380","MIR103A1"
"18381","MIR219-1"
"18382","MIR210"
"18383","MIR335"
"18384","MIR378A"
"18385","MIR361"
"18386","MIR324"
"18387","MIR135B"
"18388","MIR101-2"
"18389","MIR330"
"18390","MIR323A"
"18391","MIR423"
"18392","MIRLET7F1"
"18393","MIR26A1"
"18394","MIR129-2"
"18395","MIR133B"
"18396","MIR342"
"18397","MIR148A"
"18398","MIR379"
"18399","MIR326"
"18400","MIR410"
"18401","MIR30C2"
"18402","MIR372"
"18403","MIR302C"
"18404","MIR346"
"18405","MIR409"
"18406","MIR411"
"18407","MIR26B"
"18408","MIR148B"
"18409","MIR383"
"18410","MIR365A"
"18411","MIR450A1"
"18412","MIRLET7D"
"18413","MIR101-1"
"18414","MIR373"
"18415","MIR302D"
"18416","MIRLET7G"
"18417","MIR337"
"18418","MIR30D"
"18419","MIR422A"
"18420","MIR208A"
"18421","MIR96"
"18422","MIR126"
"18423","MIRLET7A1"
"18424","MIR374A"
"18425","MIR367"
"18426","MIR331"
"18427","MIR31"
"18428","MIRLET7I"
"18429","MIR365B"
"18430","SNORA25"
"18431","RN7SKP72"
"18432","RNU105C"
"18433","RNU6-1123P"
"18434","RN7SKP184"
"18435","RNU6-500P"
"18436","RNU6-50P"
"18437","snoU2"
"18438","RNU6-1063P"
"18439","RNU6-834P"
"18440","RNU6-896P"
"18441","RNU6-28P"
"18442","RNU6-664P"
"18443","RNU6-874P"
"18444","MIR3607"
"18445","SNORA60"
"18446","RNU6-349P"
"18447","RNU6-661P"
"18448","SNORA9"
"18449","RNU1-58P"
"18450","RNU6-1094P"
"18451","RNU6-502P"
"18452","SNORA21"
"18453","RNU6-1312P"
"18454","RNU6-208P"
"18455","RNU6-858P"
"18456","RNU6-222P"
"18457","SNORD115-34"
"18458","RNU4-82P"
"18459","RN7SKP25"
"18460","SNORD60"
"18461","RNU4-39P"
"18462","RNU6-1298P"
"18463","RNU6-230P"
"18464","RNU6-204P"
"18465","RNU5E-1"
"18466","RNU6-766P"
"18467","RNU6-1115P"
"18468","RNU1-150P"
"18469","SNORA63"
"18470","RNU6-1084P"
"18471","U3"
"18472","RNU5F-1"
"18473","RNU6-79P"
"18474","RNU6-369P"
"18475","SNORD114-7"
"18476","RNU6-600P"
"18477","RNY4P19"
"18478","SNORA1"
"18479","SNORD62"
"18480","RN7SKP170"
"18481","VTRNA3-1P"
"18482","RNU1-108P"
"18483","SNORD9"
"18484","RNU6-543P"
"18485","RNU6-845P"
"18486","SNORD115-12"
"18487","RNU4-35P"
"18488","RNU6-1216P"
"18489","RNU6-556P"
"18490","RNU1-62P"
"18491","SNORA64"
"18492","SNORA27"
"18493","RN7SKP104"
"18494","SNORA31"
"18495","RNU6-633P"
"18496","RNU4-15P"
"18497","RNU1-70P"
"18498","SNORD115-25"
"18499","RNU6-1313P"
"18500","RNU1-94P"
"18501","RNU6-247P"
"18502","RNU6-212P"
"18503","RNU6-235P"
"18504","RNU6-386P"
"18505","RNU6-462P"
"18506","RNU6-315P"
"18507","RNU6-545P"
"18508","RNU6-37P"
"18509","RNU5A-1"
"18510","RNU6-228P"
"18511","SNORA22"
"18512","SNORD18C"
"18513","SNORD114-1"
"18514","RNU6-822P"
"18515","SNORD114-14"
"18516","RNU6-1301P"
"18517","RNU6-859P"
"18518","RNU6-562P"
"18519","RNU6-951P"
"18520","RNY4P24"
"18521","RN7SKP20"
"18522","RNU6-989P"
"18523","RNU6-1010P"
"18524","RNU1-14P"
"18525","SNORD33"
"18526","RNU4-79P"
"18527","RN7SKP294"
"18528","RNU4-90P"
"18529","RNU6-1330P"
"18530","RNU6-1272P"
"18531","RNU1-35P"
"18532","RNU6-1266P"
"18533","RNU4-21P"
"18534","SNORD16"
"18535","RNU6-862P"
"18536","RNY4P5"
"18537","RN7SKP185"
"18538","RNU1-38P"
"18539","RN7SKP173"
"18540","RNU6-1128P"
"18541","RNU6-446P"
"18542","RNU6-223P"
"18543","RNU6-170P"
"18544","SNORD115-29"
"18545","RNU4-23P"
"18546","SNORD115-2"
"18547","U8"
"18548","RN7SKP74"
"18549","RNU6-655P"
"18550","RN7SKP95"
"18551","RNU6-1079P"
"18552","RNU6-227P"
"18553","RNU6-552P"
"18554","SNORD36A"
"18555","SNORD104"
"18556","RNU6-363P"
"18557","RNU6-78P"
"18558","RNU1-76P"
"18559","SNORD115-9"
"18560","SNORD56"
"18561","RNU6-1287P"
"18562","SNORA52"
"18563","SNORA42"
"18564","RNY3P2"
"18565","RNU6-836P"
"18566","RNU6-451P"
"18567","RNU6-1233P"
"18568","RNU6-924P"
"18569","SNORD114-5"
"18570","RNU6-1159P"
"18571","RNU1-134P"
"18572","RNU6-428P"
"18573","RNU6-1260P"
"18574","SNORA43"
"18575","RNU6-199P"
"18576","RNU6-1290P"
"18577","RN7SKP291"
"18578","SNORD115-21"
"18579","RNU1-47P"
"18580","RNU1-72P"
"18581","RNU5F-6P"
"18582","RNU6-490P"
"18583","SNORD50"
"18584","RNU6-1120P"
"18585","RNU6-582P"
"18586","RNU6-495P"
"18587","RNU6-942P"
"18588","RN7SKP131"
"18589","RN7SKP149"
"18590","RNU1-120P"
"18591","RNU6-888P"
"18592","RN7SKP90"
"18593","RNU6-330P"
"18594","RNU6-249P"
"18595","RNU1-17P"
"18596","RNU6-1273P"
"18597","RNU6-492P"
"18598","RNU5B-2P"
"18599","SNORD114-16"
"18600","RNU4-44P"
"18601","RNU6-161P"
"18602","RNU6-1252P"
"18603","RNU1-18P"
"18604","SNORD81"
"18605","RN7SKP75"
"18606","SNORD114-19"
"18607","RNU6-653P"
"18608","SNORA2"
"18609","SNORD115-14"
"18610","SNORD1B"
"18611","RNU6-605P"
"18612","SNORD115-19"
"18613","SNORD115-3"
"18614","RNU6-797P"
"18615","RN7SKP243"
"18616","SNORA73"
"18617","RNU6-486P"
"18618","VTRNA1-1"
"18619","RNU6-986P"
"18620","RNU6-623P"
"18621","RNU6-642P"
"18622","RNU6-403P"
"18623","RNU4-73P"
"18624","RN7SKP115"
"18625","RNU6-812P"
"18626","SNORD45"
"18627","RN7SKP63"
"18628","RNU4-58P"
"18629","SNORA30"
"18630","RNY4P9"
"18631","RNU4-80P"
"18632","SNORD44"
"18633","SNORD68"
"18634","RNU6-433P"
"18635","SNORA73B"
"18636","SNORD114-31"
"18637","RN7SKP163"
"18638","RNU6-181P"
"18639","RNU6-1167P"
"18640","RNU6-508P"
"18641","RNU6-252P"
"18642","RNU6-251P"
"18643","RNU6-984P"
"18644","RNU6-1249P"
"18645","RNU6-774P"
"18646","SNORA51"
"18647","RN7SKP77"
"18648","RNU6-1021P"
"18649","RNU6-778P"
"18650","RNU6-544P"
"18651","SNORD113"
"18652","RN7SKP231"
"18653","RNU6-216P"
"18654","RNU6-23P"
"18655","SNORD103A"
"18656","RNU5B-1"
"18657","RN7SKP145"
"18658","SNORD115-18"
"18659","RNU5D-1"
"18660","RNU6-1309P"
"18661","RNU1-19P"
"18662","SNORD85"
"18663","RNU6-238P"
"18664","RNU1-20P"
"18665","RNU6-832P"
"18666","RNU1-21P"
"18667","RN7SKP211"
"18668","RNU1-22P"
"18669","SNORD74"
"18670","RNY4P27"
"18671","RNU6-992P"
"18672","SNORD113-6"
"18673","RNU6-745P"
"18674","RNU6-839P"
"18675","RNU6-697P"
"18676","RNU6-179P"
"18677","RNU6-626P"
"18678","RNU1-23P"
"18679","SNORA70"
"18680","RN7SKP79"
"18681","RNU6-254P"
"18682","RNU6-1147P"
"18683","RNU6-529P"
"18684","RNU6-536P"
"18685","RNU6-97P"
"18686","SNORD35A"
"18687","RNU6-66P"
"18688","RNU6-838P"
"18689","RNU4-32P"
"18690","SNORD114-10"
"18691","RNU6-624P"
"18692","SNORA18"
"18693","SNORA36"
"18694","RNU6-527P"
"18695","RNU1-83P"
"18696","RNU6-940P"
"18697","RNU6-1255P"
"18698","RN7SKP255"
"18699","RNU6-183P"
"18700","RNU1-49P"
"18701","RNU1-105P"
"18702","RNU6-485P"
"18703","RNU6-963P"
"18704","RNU6-1285P"
"18705","SNORA71D"
"18706","SNORA72"
"18707","RNU6-833P"
"18708","RNU6-792P"
"18709","RNU6-511P"
"18710","SNORD113-8"
"18711","RNU6-666P"
"18712","RNU5E-8P"
"18713","RNU5E-10P"
"18714","RNU5B-4P"
"18715","RN7SKP45"
"18716","RNU6-618P"
"18717","RNU6-509P"
"18718","RNU6-698P"
"18719","SNORA38B"
"18720","SNORD115-24"
"18721","RNU6-1099P"
"18722","SNORD114-23"
"18723","RNU6-1169P"
"18724","SNORD114-26"
"18725","RNU6-1155P"
"18726","RNU4-81P"
"18727","RNU6-799P"
"18728","RNU6-1066P"
"18729","RNU6-1339P"
"18730","RNU6-1085P"
"18731","RNU6-1112P"
"18732","RNU6-1097P"
"18733","RNU6-727P"
"18734","SNORD118"
"18735","RNU6-112P"
"18736","RNU6-1125P"
"18737","RN7SKP44"
"18738","RN7SKP162"
"18739","SNORD115-41"
"18740","SNORD114-28"
"18741","RNU6-1017P"
"18742","RNU6-1244P"
"18743","SNORD115-11"
"18744","RN7SKP203"
"18745","RNU6-1205P"
"18746","SNORD115-5"
"18747","RNY4P2"
"18748","RNU6-1214P"
"18749","RNU6-957P"
"18750","RNU6-1209P"
"18751","RNY4P14"
