"","x"
"4703","DNAL4"
"4704","DNALI1"
"4705","DNASE1"
"4706","DNASE1L1"
"4707","DNASE1L2"
"4708","DNASE1L3"
"4709","DNASE2"
"4710","DNASE2B"
"4711","DND1"
"4712","DNER"
"4713","DNHD1"
"4714","DNLZ"
"4715","DNM1"
"4716","DNM1L"
"4717","DNM1P34"
"4718","DNM1P35"
"4719","DNM1P46"
"4720","DNM2"
"4721","DNM3"
"4722","DNMBP"
"4723","DNMT1"
"4724","DNMT3A"
"4725","DNMT3B"
"4726","DNMT3L"
"4727","DNPEP"
"4728","DNPH1"
"4729","DNTT"
"4730","DNTTIP1"
"4731","DNTTIP2"
"4732","DOC2A"
"4733","DOC2B"
"4734","DOCK1"
"4735","DOCK10"
"4736","DOCK11"
"4737","DOCK2"
"4738","DOCK3"
"4739","DOCK4"
"4740","DOCK5"
"4741","DOCK6"
"4742","DOCK7"
"4743","DOCK8"
"4744","DOCK9"
"4745","DOHH"
"4746","DOK1"
"4747","DOK2"
"4748","DOK3"
"4749","DOK4"
"4750","DOK5"
"4751","DOK6"
"4752","DOK7"
"4753","DOLK"
"4754","DOLPP1"
"4755","DONSON"
"4756","DOPEY1"
"4757","DOPEY2"
"4758","DOT1L"
"4759","DPAGT1"
"4760","DPCD"
"4761","DPEP1"
"4762","DPEP2"
"4763","DPEP3"
"4764","DPF1"
"4765","DPF2"
"4766","DPF3"
"4767","DPH1"
"4768","DPH2"
"4769","DPH3"
"4770","DPH5"
"4771","DPH6"
"4772","DPH7"
"4773","DPM1"
"4774","DPM2"
"4775","DPM3"
"4776","DPP10"
"4777","DPP3"
"4778","DPP4"
"4779","DPP6"
"4780","DPP7"
"4781","DPP8"
"4782","DPP9"
"4783","DPPA2"
"4784","DPPA3"
"4785","DPPA4"
"4786","DPPA5"
"4787","DPT"
"4788","DPY19L1"
"4789","DPY19L2"
"4790","DPY19L2P1"
"4791","DPY19L2P2"
"4792","DPY19L2P3"
"4793","DPY19L2P4"
"4794","DPY19L3"
"4795","DPY19L4"
"4796","DPY30"
"4797","DPYD"
"4798","DPYS"
"4799","DPYSL2"
"4800","DPYSL3"
"4801","DPYSL4"
"4802","DPYSL5"
"4803","DQX1"
"4804","DR1"
"4805","DRAIC"
"4806","DRAM1"
"4807","DRAM2"
"4808","DRAP1"
"4809","DRAXIN"
"4810","DRC1"
"4811","DRC7"
"4812","DRD1"
"4813","DRD2"
"4814","DRD3"
"4815","DRD4"
"4816","DRD5"
"4817","DRG1"
"4818","DRG2"
"4819","DRGX"
"4820","DRICH1"
"4821","DROSHA"
"4822","DRP2"
"4823","DSC1"
"4824","DSC2"
"4825","DSC3"
"4826","DSCAM"
"4827","DSCAML1"
"4828","DSCC1"
"4829","DSCR3"
"4830","DSCR4"
"4831","DSCR8"
"4832","DSCR9"
"4833","DSE"
"4834","DSEL"
"4835","DSG1"
"4836","DSG2"
"4837","DSG3"
"4838","DSG4"
"4839","DSN1"
"4840","DSP"
"4841","DST"
"4842","DSTN"
"4843","DSTYK"
"4844","DTD1"
"4845","DTD2"
"4846","DTHD1"
"4847","DTL"
"4848","DTNA"
"4849","DTNB"
"4850","DTNBP1"
"4851","DTWD1"
"4852","DTWD2"
"4853","DTX1"
"4854","DTX2"
"4855","DTX2P1.UPK3BP1.PMS2P11"
"4856","DTX3"
"4857","DTX3L"
"4858","DTX4"
"4859","DTYMK"
"4860","DUOX1"
"4861","DUOX2"
"4862","DUOXA1"
"4863","DUOXA2"
"4864","DUPD1"
"4865","DUS1L"
"4866","DUS2"
"4867","DUS3L"
"4868","DUS4L"
"4869","DUSP1"
"4870","DUSP10"
"4871","DUSP11"
"4872","DUSP12"
"4873","DUSP13"
"4874","DUSP14"
"4875","DUSP15"
"4876","DUSP16"
"4877","DUSP18"
"4878","DUSP19"
"4879","DUSP2"
"4880","DUSP21"
"4881","DUSP22"
"4882","DUSP23"
"4883","DUSP26"
"4884","DUSP27"
"4885","DUSP28"
"4886","DUSP3"
"4887","DUSP4"
"4888","DUSP5"
"4889","DUSP6"
"4890","DUSP7"
"4891","DUSP8"
"4892","DUSP9"
"4893","DUT"
"4894","DUX4"
"4895","DUXAP8"
"4896","DUXAP9"
"4897","DVL1"
"4898","DVL2"
"4899","DVL3"
"4900","DXO"
"4901","DYDC1"
"4902","DYDC2"
"4903","DYM"
"4904","DYNAP"
"4905","DYNC1H1"
"4906","DYNC1I1"
"4907","DYNC1I2"
"4908","DYNC1LI1"
"4909","DYNC1LI2"
"4910","DYNC2H1"
"4911","DYNC2LI1"
"4912","DYNLL1"
"4913","DYNLL2"
"4914","DYNLRB1"
"4915","DYNLRB2"
"4916","DYNLT1"
"4917","DYNLT3"
"4918","DYRK1A"
"4919","DYRK1B"
"4920","DYRK2"
"4921","DYRK3"
"4922","DYRK4"
"4923","DYSF"
"4924","DYTN"
"4925","DYX1C1"
"4926","DYX1C1.CCPG1"
"4927","DZANK1"
"4928","DZIP1"
"4929","DZIP1L"
"4930","DZIP3"
"4931","E2F1"
"4932","E2F2"
"4933","E2F3"
"4934","E2F4"
"4935","E2F5"
"4936","E2F6"
"4937","E2F7"
"4938","E2F8"
"4939","E4F1"
"4940","EAF1"
"4941","EAF2"
"4942","EAPP"
"4943","EARS2"
"4944","EBAG9"
"4945","EBF1"
"4946","EBF2"
"4947","EBF3"
"4948","EBF4"
"4949","EBI3"
"4950","EBLN1"
"4951","EBLN2"
"4952","EBLN3"
"4953","EBNA1BP2"
"4954","EBP"
"4955","EBPL"
"4956","ECD"
"4957","ECE1"
"4958","ECE2"
"4959","ECEL1"
"4960","ECH1"
"4961","ECHDC1"
"4962","ECHDC2"
"4963","ECHDC3"
"4964","ECHS1"
"4965","ECI1"
"4966","ECI2"
"4967","ECM1"
"4968","ECM2"
"4969","ECSCR"
"4970","ECSIT"
"4971","ECT2"
"4972","EDA"
"4973","EDA2R"
"4974","EDAR"
"4975","EDARADD"
"4976","EDC3"
"4977","EDC4"
"4978","EDDM3A"
"4979","EDDM3B"
"4980","EDEM1"
"4981","EDEM2"
"4982","EDEM3"
"4983","EDF1"
"4984","EDIL3"
"4985","EDN1"
"4986","EDN2"
"4987","EDN3"
"4988","EDNRA"
"4989","EDNRB"
"4990","EDRF1"
"4991","EEA1"
"4992","EED"
"4993","EEF1A1"
"4994","EEF1A2"
"4995","EEF1B2"
"4996","EEF1D"
"4997","EEF1DP3"
"4998","EEF1E1"
"4999","EEF1G"
"5000","EEF2"
"5001","EEF2K"
"5002","EEF2KMT"
"5003","EEFSEC"
"5004","EEPD1"
"5005","EFCAB1"
"5006","EFCAB10"
"5007","EFCAB11"
"5008","EFCAB12"
"5009","EFCAB13"
"5010","EFCAB14"
"5011","EFCAB2"
"5012","EFCAB3"
"5013","EFCAB5"
"5014","EFCAB6"
"5015","EFCAB7"
"5016","EFCC1"
"5017","EFEMP1"
"5018","EFEMP2"
"5019","EFHB"
"5020","EFHC1"
"5021","EFHC2"
"5022","EFHD1"
"5023","EFHD2"
"5024","EFNA1"
"5025","EFNA2"
"5026","EFNA3"
"5027","EFNA4"
"5028","EFNA5"
"5029","EFNB1"
"5030","EFNB2"
"5031","EFNB3"
"5032","EFR3A"
"5033","EFR3B"
"5034","EFS"
"5035","EFTUD1"
"5036","EFTUD2"
"5037","EGF"
"5038","EGFEM1P"
"5039","EGFL6"
"5040","EGFL7"
"5041","EGFL8"
"5042","EGFLAM"
"5043","EGFR"
"5044","EGLN1"
"5045","EGLN2"
"5046","EGLN3"
"5047","EGOT"
"5048","EGR1"
"5049","EGR2"
"5050","EGR3"
"5051","EGR4"
"5052","EHBP1"
"5053","EHBP1L1"
"5054","EHD1"
"5055","EHD2"
"5056","EHD3"
"5057","EHD4"
"5058","EHF"
"5059","EHHADH"
"5060","EHMT1"
"5061","EHMT2"
"5062","EI24"
"5063","EID1"
"5064","EID2"
"5065","EID2B"
"5066","EID3"
"5067","EIF1"
"5068","EIF1AD"
"5069","EIF1AX"
"5070","EIF1AY"
"5071","EIF1B"
"5072","EIF2A"
"5073","EIF2AK1"
"5074","EIF2AK2"
"5075","EIF2AK3"
"5076","EIF2AK4"
"5077","EIF2B1"
"5078","EIF2B2"
"5079","EIF2B3"
"5080","EIF2B4"
"5081","EIF2B5"
"5082","EIF2D"
"5083","EIF2S1"
"5084","EIF2S2"
"5085","EIF2S3"
"5086","EIF2S3L"
"5087","EIF3A"
"5088","EIF3B"
"5089","EIF3C"
"5090","EIF3CL"
"5091","EIF3D"
"5092","EIF3E"
"5093","EIF3F"
"5094","EIF3G"
"5095","EIF3H"
"5096","EIF3I"
"5097","EIF3J"
"5098","EIF3K"
"5099","EIF3L"
"5100","EIF3M"
"5101","EIF4A1"
"5102","EIF4A2"
"5103","EIF4A3"
"5104","EIF4B"
"5105","EIF4E"
"5106","EIF4E2"
"5107","EIF4E3"
"5108","EIF4EBP1"
"5109","EIF4EBP2"
"5110","EIF4EBP3"
"5111","EIF4ENIF1"
"5112","EIF4G1"
"5113","EIF4G2"
"5114","EIF4G3"
"5115","EIF4H"
"5116","EIF5"
"5117","EIF5A"
"5118","EIF5A2"
"5119","EIF5AL1"
"5120","EIF5B"
"5121","EIF6"
"5122","ELAC1"
"5123","ELAC2"
"5124","ELANE"
"5125","ELAVL1"
"5126","ELAVL2"
"5127","ELAVL4"
"5128","ELF1"
"5129","ELF2"
"5130","ELF3"
"5131","ELF4"
"5132","ELF5"
"5133","ELFN1"
"5134","ELFN2"
"5135","ELK1"
"5136","ELK3"
"5137","ELK4"
"5138","ELL"
"5139","ELL2"
"5140","ELL3"
"5141","ELMO1"
"5142","ELMO2"
"5143","ELMO3"
"5144","ELMOD1"
"5145","ELMOD2"
"5146","ELMOD3"
"5147","ELMSAN1"
"5148","ELN"
"5149","ELOF1"
"5150","ELOVL1"
"5151","ELOVL2"
"5152","ELOVL3"
"5153","ELOVL4"
"5154","ELOVL5"
"5155","ELOVL6"
"5156","ELOVL7"
"5157","ELP2"
"5158","ELP3"
"5159","ELP4"
"5160","ELP5"
"5161","ELP6"
"5162","ELSPBP1"
"5163","EMB"
"5164","EMBP1"
"5165","EMC1"
"5166","EMC10"
"5167","EMC2"
"5168","EMC3"
"5169","EMC4"
"5170","EMC6"
"5171","EMC7"
"5172","EMC8"
"5173","EMC9"
"5174","EMCN"
"5175","EMD"
"5176","EME1"
"5177","EME2"
"5178","EMG1"
"5179","EMID1"
"5180","EMILIN1"
"5181","EMILIN2"
"5182","EMILIN3"
"5183","EML1"
"5184","EML2"
"5185","EML3"
"5186","EML4"
"5187","EML5"
"5188","EML6"
"5189","EMP1"
"5190","EMP2"
"5191","EMP3"
"5192","EMX1"
"5193","EMX2"
"5194","EMX2OS"
"5195","EN1"
"5196","EN2"
"5197","ENAH"
"5198","ENAM"
"5199","ENC1"
"5200","ENDOD1"
"5201","ENDOG"
"5202","ENDOU"
"5203","ENDOV"
"5204","ENG"
"5205","ENGASE"
"5206","ENHO"
"5207","ENKD1"
"5208","ENKUR"
"5209","ENO1"
"5210","ENO2"
"5211","ENO3"
"5212","ENO4"
"5213","ENOPH1"
"5214","ENOSF1"
"5215","ENOX1"
"5216","ENOX2"
"5217","ENPEP"
"5218","ENPP1"
"5219","ENPP2"
"5220","ENPP3"
"5221","ENPP4"
"5222","ENPP5"
"5223","ENPP6"
"5224","ENPP7"
"5225","ENSA"
"5226","ENTHD1"
"5227","ENTHD2"
"5228","ENTPD1"
"5229","ENTPD2"
"5230","ENTPD3"
"5231","ENTPD4"
"5232","ENTPD5"
"5233","ENTPD6"
"5234","ENTPD7"
"5235","ENTPD8"
"5236","ENY2"
"5237","EOGT"
"5238","EOMES"
"5239","EP300"
"5240","EP400"
"5241","EP400NL"
"5242","EPAS1"
"5243","EPB41"
"5244","EPB41L1"
"5245","EPB41L2"
"5246","EPB41L3"
"5247","EPB41L4A"
"5248","EPB41L4B"
"5249","EPB41L5"
"5250","EPB42"
"5251","EPC1"
"5252","EPC2"
"5253","EPCAM"
"5254","EPDR1"
"5255","EPG5"
"5256","EPGN"
"5257","EPHA1"
"5258","EPHA10"
"5259","EPHA2"
"5260","EPHA3"
"5261","EPHA4"
"5262","EPHA5"
"5263","EPHA6"
"5264","EPHA7"
"5265","EPHA8"
"5266","EPHB1"
"5267","EPHB2"
"5268","EPHB3"
"5269","EPHB4"
"5270","EPHB6"
"5271","EPHX1"
"5272","EPHX2"
"5273","EPHX3"
"5274","EPHX4"
"5275","EPM2A"
"5276","EPM2AIP1"
"5277","EPN1"
"5278","EPN2"
"5279","EPN3"
"5280","EPO"
"5281","EPOR"
"5282","EPPIN"
"5283","EPPIN.WFDC6"
"5284","EPPK1"
"5285","EPRS"
"5286","EPS15"
"5287","EPS15L1"
"5288","EPS8"
"5289","EPS8L1"
"5290","EPS8L2"
"5291","EPS8L3"
"5292","EPSTI1"
"5293","EPT1"
"5294","EPX"
"5295","EPYC"
"5296","EQTN"
"5297","ERAL1"
"5298","ERAP1"
"5299","ERAP2"
"5300","ERAS"
"5301","ERBB2"
"5302","ERBB2IP"
"5303","ERBB3"
"5304","ERBB4"
"5305","ERC1"
"5306","ERC2"
"5307","ERCC1"
"5308","ERCC2"
"5309","ERCC3"
"5310","ERCC4"
"5311","ERCC5"
"5312","ERCC6"
"5313","ERCC6.PGBD3"
"5314","ERCC6L"
"5315","ERCC6L2"
"5316","ERCC8"
"5317","EREG"
"5318","ERF"
"5319","ERG"
"5320","ERGIC1"
"5321","ERGIC2"
"5322","ERGIC3"
"5323","ERH"
"5324","ERI1"
"5325","ERI2"
"5326","ERI3"
"5327","ERICH1"
"5328","ERICH2"
"5329","ERICH3"
"5330","ERICH5"
"5331","ERICH6"
"5332","ERICH6B"
"5333","ERLEC1"
"5334","ERLIN1"
"5335","ERLIN2"
"5336","ERMAP"
"5337","ERMARD"
"5338","ERMN"
"5339","ERMP1"
"5340","ERN1"
"5341","ERN2"
"5342","ERO1A"
"5343","ERO1B"
"5344","ERP27"
"5345","ERP29"
"5346","ERP44"
"5347","ERRFI1"
"5348","ERV3.1"
"5349","ERVFRD.1"
"5350","ERVH.1"
"5351","ERVH48.1"
"5352","ERVK3.1"
"5353","ERVMER34.1"
"5354","ERVMER61.1"
"5355","ERVV.1"
"5356","ERVW.1"
"5357","ESAM"
"5358","ESCO1"
"5359","ESCO2"
"5360","ESD"
"5361","ESM1"
"5362","ESPL1"
"5363","ESPN"
"5364","ESPNL"
"5365","ESPNP"
"5366","ESR1"
"5367","ESR2"
"5368","ESRG"
"5369","ESRP1"
"5370","ESRP2"
"5371","ESRRA"
"5372","ESRRB"
"5373","ESRRG"
"5374","ESX1"
"5375","ESYT1"
"5376","ESYT2"
"5377","ESYT3"
"5378","ETAA1"
"5379","ETF1"
"5380","ETFA"
"5381","ETFB"
"5382","ETFDH"
"5383","ETHE1"
"5384","ETNK1"
"5385","ETNK2"
"5386","ETNPPL"
"5387","ETS1"
"5388","ETS2"
"5389","ETV1"
"5390","ETV2"
"5391","ETV3"
"5392","ETV3L"
"5393","ETV4"
"5394","ETV5"
"5395","ETV6"
"5396","ETV7"
"5397","EVA1A"
"5398","EVA1B"
"5399","EVA1C"
"5400","EVC"
"5401","EVC2"
"5402","EVI2A"
"5403","EVI2B"
"5404","EVI5"
"5405","EVI5L"
"5406","EVL"
"5407","EVPL"
"5408","EVPLL"
"5409","EVX1"
"5410","EWSAT1"
"5411","EWSR1"
"5412","EXD1"
"5413","EXD2"
"5414","EXD3"
"5415","EXO1"
"5416","EXO5"
"5417","EXOC1"
"5418","EXOC2"
"5419","EXOC3"
"5420","EXOC3L1"
"5421","EXOC3L2"
"5422","EXOC3L4"
"5423","EXOC4"
"5424","EXOC5"
"5425","EXOC6"
"5426","EXOC6B"
"5427","EXOC7"
"5428","EXOC8"
"5429","EXOG"
"5430","EXOSC1"
"5431","EXOSC10"
"5432","EXOSC2"
"5433","EXOSC3"
"5434","EXOSC4"
"5435","EXOSC5"
"5436","EXOSC6"
"5437","EXOSC7"
"5438","EXOSC8"
"5439","EXOSC9"
"5440","EXPH5"
"5441","EXT1"
"5442","EXT2"
"5443","EXTL1"
"5444","EXTL2"
"5445","EXTL3"
"5446","EYA1"
"5447","EYA2"
"5448","EYA3"
"5449","EYA4"
"5450","EYS"
"5451","EZH1"
"5452","EZH2"
"5453","EZR"
"5454","F10"
"5455","F11"
"5456","F11R"
"5457","F12"
"5458","F13A1"
"5459","F13B"
"5460","F2"
"5461","F2R"
"5462","F2RL1"
"5463","F2RL2"
"5464","F2RL3"
"5465","F3"
"5466","F5"
"5467","F7"
"5468","F8"
"5469","F8A1"
"5470","F8A2"
"5471","F8A3"
"5472","F9"
"5473","FA2H"
"5474","FAAH"
"5475","FAAH2"
"5476","FAAP100"
"5477","FAAP20"
"5478","FAAP24"
"5479","FABP1"
"5480","FABP12"
"5481","FABP2"
"5482","FABP3"
"5483","FABP4"
"5484","FABP5"
"5485","FABP6"
"5486","FABP7"
"5487","FABP9"
"5488","FADD"
"5489","FADS1"
"5490","FADS2"
"5491","FADS3"
"5492","FADS6"
"5493","FAF1"
"5494","FAF2"
"5495","FAH"
"5496","FAHD1"
"5497","FAHD2A"
"5498","FAHD2B"
"5499","FAHD2CP"
"5500","FAIM"
"5501","FAIM2"
"5502","FAM101A"
"5503","FAM101B"
"5504","FAM102A"
"5505","FAM102B"
"5506","FAM103A1"
"5507","FAM104A"
"5508","FAM104B"
"5509","FAM105A"
"5510","FAM106A"
"5511","FAM107A"
"5512","FAM107B"
"5513","FAM109A"
"5514","FAM109B"
"5515","FAM110A"
"5516","FAM110B"
"5517","FAM110C"
"5518","FAM110D"
"5519","FAM111A"
"5520","FAM111B"
"5521","FAM114A1"
"5522","FAM114A2"
"5523","FAM117A"
"5524","FAM117B"
"5525","FAM118A"
"5526","FAM118B"
"5527","FAM120A"
"5528","FAM120AOS"
"5529","FAM120B"
"5530","FAM120C"
"5531","FAM122A"
"5532","FAM122B"
"5533","FAM122C"
"5534","FAM124A"
"5535","FAM124B"
"5536","FAM126A"
"5537","FAM126B"
"5538","FAM127A"
"5539","FAM127B"
"5540","FAM127C"
"5541","FAM129A"
"5542","FAM129B"
"5543","FAM129C"
"5544","FAM131A"
"5545","FAM131B"
"5546","FAM131C"
"5547","FAM132A"
"5548","FAM132B"
"5549","FAM133A"
"5550","FAM133B"
"5551","FAM134A"
"5552","FAM134B"
"5553","FAM134C"
"5554","FAM135A"
"5555","FAM135B"
"5556","FAM136A"
"5557","FAM138A"
"5558","FAM138B"
"5559","FAM138C"
"5560","FAM138D"
"5561","FAM138E"
"5562","FAM13A"
"5563","FAM13B"
"5564","FAM13C"
"5565","FAM149A"
"5566","FAM149B1"
"5567","FAM150A"
"5568","FAM150B"
"5569","FAM151A"
"5570","FAM151B"
"5571","FAM153A"
"5572","FAM153B"
"5573","FAM153C"
"5574","FAM155A"
"5575","FAM155A.IT1"
"5576","FAM155B"
"5577","FAM156A"
"5578","FAM156B"
"5579","FAM157C"
"5580","FAM159A"
"5581","FAM159B"
"5582","FAM160A1"
"5583","FAM160A2"
"5584","FAM160B1"
"5585","FAM160B2"
"5586","FAM161A"
"5587","FAM161B"
"5588","FAM162A"
"5589","FAM162B"
"5590","FAM163A"
"5591","FAM163B"
"5592","FAM166A"
"5593","FAM166B"
"5594","FAM167A"
"5595","FAM167B"
"5596","FAM168A"
"5597","FAM168B"
"5598","FAM169A"
"5599","FAM169B"
"5600","FAM170A"
"5601","FAM170B"
"5602","FAM171A1"
"5603","FAM171A2"
"5604","FAM171B"
"5605","FAM172A"
"5606","FAM173A"
"5607","FAM173B"
"5608","FAM174A"
"5609","FAM174B"
"5610","FAM175A"
"5611","FAM175B"
"5612","FAM177A1"
"5613","FAM177B"
"5614","FAM178B"
"5615","FAM179A"
"5616","FAM179B"
"5617","FAM180A"
"5618","FAM180B"
"5619","FAM181A"
"5620","FAM181B"
"5621","FAM182A"
"5622","FAM182B"
"5623","FAM183A"
"5624","FAM183B"
"5625","FAM183CP"
"5626","FAM184A"
"5627","FAM184B"
"5628","FAM185A"
"5629","FAM186A"
"5630","FAM186B"
"5631","FAM187A"
"5632","FAM187B"
"5633","FAM188A"
"5634","FAM188B"
"5635","FAM189A1"
"5636","FAM189A2"
"5637","FAM189B"
"5638","FAM192A"
"5639","FAM193A"
"5640","FAM193B"
"5641","FAM195A"
"5642","FAM195B"
"5643","FAM196A"
"5644","FAM196B"
"5645","FAM197Y2"
"5646","FAM197Y3"
"5647","FAM197Y4"
"5648","FAM197Y5"
"5649","FAM197Y6"
"5650","FAM197Y7"
"5651","FAM197Y8"
"5652","FAM197Y9"
"5653","FAM198A"
"5654","FAM198B"
"5655","FAM199X"
"5656","FAM19A1"
"5657","FAM19A2"
"5658","FAM19A3"
"5659","FAM19A4"
"5660","FAM19A5"
"5661","FAM200A"
"5662","FAM200B"
"5663","FAM201A"
"5664","FAM204A"
"5665","FAM205A"
"5666","FAM205BP"
"5667","FAM206A"
"5668","FAM207A"
"5669","FAM208A"
"5670","FAM208B"
"5671","FAM209A"
"5672","FAM209B"
"5673","FAM20A"
"5674","FAM20B"
"5675","FAM20C"
"5676","FAM210A"
"5677","FAM210B"
"5678","FAM212A"
"5679","FAM212B"
"5680","FAM213A"
"5681","FAM213B"
"5682","FAM214A"
"5683","FAM214B"
"5684","FAM215B"
"5685","FAM216A"
"5686","FAM216B"
"5687","FAM217A"
"5688","FAM217B"
"5689","FAM218A"
"5690","FAM219A"
"5691","FAM219B"
"5692","FAM21A"
"5693","FAM21C"
"5694","FAM21EP"
"5695","FAM220A"
"5696","FAM221A"
"5697","FAM221B"
"5698","FAM222A"
"5699","FAM222B"
"5700","FAM224A"
"5701","FAM224B"
"5702","FAM225A"
"5703","FAM225B"
"5704","FAM227B"
"5705","FAM228A"
"5706","FAM228B"
"5707","FAM229A"
"5708","FAM229B"
"5709","FAM230A"
"5710","FAM230C"
"5711","FAM231A"
"5712","FAM231C"
"5713","FAM231D"
"5714","FAM24B"
"5715","FAM25A"
"5716","FAM25BP"
"5717","FAM25C"
"5718","FAM25G"
"5719","FAM26D"
"5720","FAM26E"
"5721","FAM27C"
"5722","FAM27E3"
"5723","FAM27L"
"5724","FAM32A"
"5725","FAM35A"
"5726","FAM3A"
"5727","FAM3B"
"5728","FAM3C"
"5729","FAM3D"
"5730","FAM41C"
"5731","FAM43A"
"5732","FAM43B"
"5733","FAM45A"
"5734","FAM46A"
"5735","FAM46B"
"5736","FAM46C"
"5737","FAM46D"
"5738","FAM47A"
"5739","FAM47B"
"5740","FAM47C"
"5741","FAM47E"
"5742","FAM47E.STBD1"
"5743","FAM49A"
"5744","FAM49B"
"5745","FAM50A"
"5746","FAM50B"
"5747","FAM53A"
"5748","FAM53B"
"5749","FAM53C"
"5750","FAM57A"
"5751","FAM57B"
"5752","FAM58A"
"5753","FAM60A"
"5754","FAM63A"
"5755","FAM63B"
"5756","FAM64A"
"5757","FAM65A"
"5758","FAM65B"
"5759","FAM65C"
"5760","FAM66A"
"5761","FAM66B"
"5762","FAM66C"
"5763","FAM66E"
"5764","FAM69A"
"5765","FAM69B"
"5766","FAM69C"
"5767","FAM71A"
"5768","FAM71B"
"5769","FAM71C"
"5770","FAM71D"
"5771","FAM71E1"
"5772","FAM71E2"
"5773","FAM71F1"
"5774","FAM71F2"
"5775","FAM72A"
"5776","FAM72B"
"5777","FAM72C"
"5778","FAM72D"
"5779","FAM73A"
"5780","FAM73B"
"5781","FAM74A1"
"5782","FAM74A4"
"5783","FAM74A6"
"5784","FAM76A"
"5785","FAM76B"
"5786","FAM78A"
"5787","FAM78B"
"5788","FAM81A"
"5789","FAM81B"
"5790","FAM83A"
"5791","FAM83B"
"5792","FAM83C"
"5793","FAM83D"
"5794","FAM83E"
"5795","FAM83F"
"5796","FAM83G"
"5797","FAM83H"
"5798","FAM84A"
"5799","FAM84B"
"5800","FAM86B1"
"5801","FAM86B2"
"5802","FAM86B3P"
"5803","FAM86C1"
"5804","FAM86C2P"
"5805","FAM86DP"
"5806","FAM86EP"
"5807","FAM86HP"
"5808","FAM86JP"
"5809","FAM87A"
"5810","FAM87B"
"5811","FAM89A"
"5812","FAM89B"
"5813","FAM8A1"
"5814","FAM90A1"
"5815","FAM90A24P"
"5816","FAM91A1"
"5817","FAM92A1"
"5818","FAM92B"
"5819","FAM95B1"
"5820","FAM95C"
"5821","FAM96A"
"5822","FAM96B"
"5823","FAM98A"
"5824","FAM98B"
"5825","FAM98C"
"5826","FAM99A"
"5827","FAM9A"
"5828","FAM9B"
"5829","FAM9C"
"5830","FAN1"
"5831","FANCA"
"5832","FANCB"
"5833","FANCC"
"5834","FANCD2"
"5835","FANCD2OS"
"5836","FANCE"
"5837","FANCF"
"5838","FANCG"
"5839","FANCI"
"5840","FANCL"
"5841","FANCM"
"5842","FANK1"
"5843","FAP"
"5844","FAR1"
"5845","FAR2"
"5846","FAR2P1"
"5847","FAR2P2"
"5848","FAR2P3"
"5849","FAR2P4"
"5850","FARP1"
"5851","FARP2"
"5852","FARS2"
"5853","FARSA"
"5854","FARSB"
"5855","FAS"
"5856","FASLG"
"5857","FASN"
"5858","FASTK"
"5859","FASTKD1"
"5860","FASTKD2"
"5861","FASTKD3"
"5862","FASTKD5"
"5863","FAT1"
"5864","FAT2"
"5865","FAT3"
"5866","FAT4"
"5867","FATE1"
"5868","FAU"
"5869","FAXC"
"5870","FAXDC2"
"5871","FBF1"
"5872","FBL"
"5873","FBLIM1"
"5874","FBLL1"
"5875","FBLN1"
"5876","FBLN2"
"5877","FBLN5"
"5878","FBLN7"
"5879","FBN1"
"5880","FBN2"
"5881","FBN3"
"5882","FBP1"
"5883","FBP2"
"5884","FBP2P1"
"5885","FBRS"
"5886","FBRSL1"
"5887","FBXL12"
"5888","FBXL13"
"5889","FBXL14"
"5890","FBXL15"
"5891","FBXL16"
"5892","FBXL17"
"5893","FBXL18"
"5894","FBXL19"
"5895","FBXL2"
"5896","FBXL20"
"5897","FBXL21"
"5898","FBXL22"
"5899","FBXL3"
"5900","FBXL4"
"5901","FBXL5"
"5902","FBXL6"
"5903","FBXL7"
"5904","FBXL8"
"5905","FBXO10"
"5906","FBXO11"
"5907","FBXO15"
"5908","FBXO16"
"5909","FBXO17"
"5910","FBXO18"
"5911","FBXO2"
"5912","FBXO21"
"5913","FBXO22"
"5914","FBXO24"
"5915","FBXO25"
"5916","FBXO27"
"5917","FBXO28"
"5918","FBXO3"
"5919","FBXO30"
"5920","FBXO31"
"5921","FBXO32"
"5922","FBXO33"
"5923","FBXO34"
"5924","FBXO36"
"5925","FBXO38"
"5926","FBXO39"
"5927","FBXO4"
"5928","FBXO40"
"5929","FBXO41"
"5930","FBXO42"
"5931","FBXO43"
"5932","FBXO44"
"5933","FBXO45"
"5934","FBXO46"
"5935","FBXO47"
"5936","FBXO48"
"5937","FBXO5"
"5938","FBXO6"
"5939","FBXO7"
"5940","FBXO8"
"5941","FBXO9"
"5942","FBXW10"
"5943","FBXW11"
"5944","FBXW12"
"5945","FBXW2"
"5946","FBXW4"
"5947","FBXW5"
"5948","FBXW7"
"5949","FBXW8"
"5950","FBXW9"
"5951","FCAMR"
"5952","FCAR"
"5953","FCER1A"
"5954","FCER1G"
"5955","FCER2"
"5956","FCF1"
"5957","FCGBP"
"5958","FCGR1A"
"5959","FCGR1B"
"5960","FCGR2A"
"5961","FCGR2B"
"5962","FCGR2C"
"5963","FCGR3A"
"5964","FCGR3B"
"5965","FCGRT"
"5966","FCHO1"
"5967","FCHO2"
"5968","FCHSD1"
"5969","FCHSD2"
"5970","FCMR"
"5971","FCN1"
"5972","FCN2"
"5973","FCN3"
"5974","FCRL1"
"5975","FCRL2"
"5976","FCRL3"
"5977","FCRL4"
"5978","FCRL5"
