"","x"
"1711","alpha"
"1712","beta"
"1713","mast"
"1714","beta"
"1715","alpha"
"1716","endothelial"
"1717","beta"
"1718","beta"
"1719","beta"
"1720","endothelial"
"1721","alpha"
"1722","beta"
"1723","beta"
"1724","beta"
"1725","beta"
"1726","alpha"
"1727","mast"
"1728","beta"
"1729","epsilon"
"1730","endothelial"
"1731","quiescent_stellate"
"1732","alpha"
"1733","alpha"
"1734","beta"
"1735","beta"
"1736","acinar"
"1737","delta"
"1738","acinar"
"1739","beta"
"1740","beta"
"1741","endothelial"
"1742","beta"
"1743","macrophage"
"1744","acinar"
"1745","quiescent_stellate"
"1746","beta"
"1747","beta"
"1748","beta"
"1749","endothelial"
"1750","beta"
"1751","beta"
"1752","ductal"
"1753","beta"
"1754","beta"
"1755","quiescent_stellate"
"1756","beta"
"1757","acinar"
"1758","beta"
"1759","delta"
"1760","beta"
"1761","beta"
"1762","beta"
"1763","beta"
"1764","quiescent_stellate"
"1765","alpha"
"1766","endothelial"
"1767","beta"
"1768","delta"
"1769","gamma"
"1770","beta"
"1771","quiescent_stellate"
"1772","endothelial"
"1773","alpha"
"1774","beta"
"1775","ductal"
"1776","beta"
"1777","beta"
"1778","beta"
"1779","quiescent_stellate"
"1780","beta"
"1781","epsilon"
"1782","beta"
"1783","beta"
"1784","alpha"
"1785","beta"
"1786","endothelial"
"1787","endothelial"
"1788","quiescent_stellate"
"1789","beta"
"1790","beta"
"1791","epsilon"
"1792","quiescent_stellate"
"1793","beta"
"1794","mast"
"1795","ductal"
"1796","alpha"
"1797","acinar"
"1798","acinar"
"1799","endothelial"
"1800","ductal"
"1801","endothelial"
"1802","alpha"
"1803","delta"
"1804","beta"
"1805","beta"
"1806","beta"
"1807","ductal"
"1808","quiescent_stellate"
"1809","beta"
"1810","macrophage"
"1811","delta"
"1812","endothelial"
"1813","alpha"
"1814","beta"
"1815","endothelial"
"1816","beta"
"1817","beta"
"1818","endothelial"
"1819","delta"
"1820","acinar"
"1821","acinar"
"1822","endothelial"
"1823","beta"
"1824","endothelial"
"1825","acinar"
"1826","beta"
"1827","delta"
"1828","quiescent_stellate"
"1829","quiescent_stellate"
"1830","beta"
"1831","beta"
"1832","quiescent_stellate"
"1833","alpha"
"1834","quiescent_stellate"
"1835","quiescent_stellate"
"1836","beta"
"1837","quiescent_stellate"
"1838","schwann"
"1839","beta"
"1840","beta"
"1841","beta"
"1842","beta"
"1843","beta"
"1844","beta"
"1845","beta"
"1846","endothelial"
"1847","ductal"
"1848","beta"
"1849","beta"
"1850","beta"
"1851","beta"
"1852","alpha"
"1853","quiescent_stellate"
"1854","quiescent_stellate"
"1855","beta"
"1856","beta"
"1857","alpha"
"1858","ductal"
"1859","quiescent_stellate"
"1860","beta"
"1861","endothelial"
"1862","delta"
"1863","beta"
"1864","beta"
"1865","alpha"
"1866","beta"
"1867","beta"
"1868","endothelial"
"1869","beta"
"1870","endothelial"
"1871","alpha"
"1872","quiescent_stellate"
"1873","endothelial"
"1874","alpha"
"1875","alpha"
"1876","ductal"
"1877","quiescent_stellate"
"1878","endothelial"
"1879","beta"
"1880","gamma"
"1881","epsilon"
"1882","activated_stellate"
"1883","alpha"
"1884","activated_stellate"
"1885","beta"
"1886","beta"
"1887","mast"
"1888","activated_stellate"
"1889","epsilon"
"1890","quiescent_stellate"
"1891","endothelial"
"1892","gamma"
"1893","beta"
"1894","quiescent_stellate"
"1895","quiescent_stellate"
"1896","alpha"
"1897","beta"
"1898","beta"
"1899","beta"
"1900","beta"
"1901","t_cell"
"1902","beta"
"1903","beta"
"1904","beta"
"1905","alpha"
"1906","beta"
"1907","endothelial"
"1908","endothelial"
"1909","mast"
"1910","beta"
"1911","quiescent_stellate"
"1912","beta"
"1913","beta"
"1914","beta"
"1915","beta"
"1916","beta"
"1917","endothelial"
"1918","t_cell"
"1919","ductal"
"1920","quiescent_stellate"
"1921","beta"
"1922","beta"
"1923","quiescent_stellate"
"1924","quiescent_stellate"
"1925","quiescent_stellate"
"1926","beta"
"1927","beta"
"1928","alpha"
"1929","beta"
"1930","beta"
"1931","beta"
"1932","alpha"
"1933","endothelial"
"1934","beta"
"1935","endothelial"
"1936","beta"
"1937","quiescent_stellate"
